instance	g	run	solution	time
crane316_17	5	6	5487161.00	104.82
crane316_17	5	7	5322257.00	104.82
crane316_17	5	8	5450221.00	105.47
crane316_17	5	9	5450221.00	104.91
crane316_17	5	10	5487161.00	104.41
crane316_17	8	1	9570431.00	461.29
crane316_17	8	2	9570431.00	460.47
crane316_17	8	3	9570431.00	458.21
crane316_17	8	4	9570431.00	454.77
crane316_17	8	5	9596904.00	461.69
crane316_17	8	6	9570431.00	459.86
crane316_17	8	7	9570431.00	461.74
crane316_17	8	8	9570431.00	450.17
crane316_17	8	9	9570431.00	458.81
crane316_17	8	10	9570431.00	458.06
crane316_18	2	1	2096469.00	36.61
crane316_18	2	2	2096469.00	36.65
crane316_18	2	3	2096469.00	36.77
crane316_18	2	4	2096469.00	36.71
crane316_18	2	5	2096469.00	36.66
crane316_18	2	6	2096469.00	36.80
crane316_18	2	7	2092325.00	37.38
crane316_18	2	8	2096469.00	36.65
crane316_18	2	9	1981751.00	36.77
crane316_18	2	10	2092325.00	37.31
crane316_18	5	1	5135354.00	108.65
crane316_18	5	2	5239110.00	108.77
crane316_18	5	3	5239110.00	110.72
crane316_18	5	4	5230333.00	108.79
crane316_18	5	5	5135354.00	107.64
crane316_18	5	6	5135354.00	108.79
crane316_18	5	7	5135354.00	108.70
crane316_18	5	8	5239110.00	108.72
crane316_18	5	9	5135354.00	107.28
crane316_18	5	10	5135354.00	108.10
crane316_18	8	1	9040209.00	445.76
crane316_18	8	2	9040209.00	441.75
crane316_18	8	3	9040209.00	446.59
crane316_18	8	4	9040209.00	444.60
crane316_18	8	5	9040209.00	444.80
crane316_18	8	6	8962038.00	468.68
crane316_18	8	7	9031276.00	448.26
crane316_18	8	8	9040209.00	445.09
crane316_18	8	9	9040209.00	443.18
crane316_18	8	10	9040209.00	446.66
crane316_19	2	1	1789849.00	29.08
crane316_19	2	2	1763451.00	29.29
crane316_19	2	3	1763451.00	29.23
crane316_19	2	4	1789849.00	29.06
crane316_19	2	5	1789849.00	28.94
crane316_19	2	6	1763451.00	29.13
crane316_19	2	7	1721104.00	29.19
crane316_19	2	8	1789849.00	29.03
crane316_19	2	9	1763451.00	29.35
crane316_19	2	10	1789849.00	28.90
crane316_19	5	1	4938733.00	90.98
crane316_19	5	2	4852387.00	91.41
crane316_19	5	3	4938733.00	90.41
crane316_19	5	4	4852387.00	91.31
crane316_19	5	5	4852387.00	91.05
crane316_19	5	6	4913637.00	91.12
crane316_19	5	7	4938733.00	91.64
crane316_19	5	8	4938733.00	91.60
crane316_19	5	9	4938733.00	91.17
crane316_19	5	10	4852387.00	92.22
crane316_19	8	1	8915697.00	431.79
crane316_19	8	2	8915697.00	433.97
crane316_19	8	3	8915697.00	433.99
crane316_19	8	4	8915697.00	434.37
crane316_19	8	5	8915697.00	436.62
crane316_19	8	6	8915697.00	433.68
crane316_19	8	7	8915697.00	435.47
crane316_19	8	8	8915697.00	435.32
crane316_19	8	9	8915697.00	432.25
crane316_19	8	10	8915697.00	439.50
crane66_0	2	1	1269849.00	0.38
crane66_0	2	2	1269849.00	0.40
crane66_0	2	3	1269849.00	0.39
crane66_0	2	4	1269849.00	0.39
crane66_0	2	5	1269849.00	0.37
crane66_0	2	6	1269849.00	0.40
crane66_0	2	7	1269849.00	0.41
crane66_0	2	8	1269849.00	0.37
crane66_0	2	9	1269849.00	0.38
crane66_0	2	10	1269849.00	0.38
crane66_0	5	1	2687500.00	0.76
crane66_0	5	2	2687500.00	0.73
crane66_0	5	3	2687500.00	0.72
crane66_0	5	4	2687500.00	0.73
crane66_0	5	5	2687500.00	0.71
crane66_0	5	6	2687500.00	0.73
crane66_0	5	7	2687500.00	0.72
crane66_0	5	8	2687500.00	0.72
crane66_0	5	9	2687500.00	0.73
crane66_0	5	10	2687500.00	0.71
crane66_0	8	1	4363998.00	1.50
crane66_0	8	2	4351919.00	1.40
crane66_0	8	3	4363998.00	1.51
crane66_0	8	4	4351919.00	1.40
crane66_0	8	5	4363998.00	1.49
crane66_0	8	6	4351919.00	1.42
crane66_0	8	7	4363998.00	1.52
crane66_0	8	8	4351919.00	1.40
crane66_0	8	9	4363998.00	1.51
crane66_0	8	10	4351919.00	1.42
crane66_1	2	1	961865.00	0.40
crane66_1	2	2	961865.00	0.40
crane66_1	2	3	961865.00	0.37
crane66_1	2	4	961865.00	0.39
crane66_1	2	5	961865.00	0.38
crane66_1	2	6	961865.00	0.38
crane66_1	2	7	961865.00	0.40
crane66_1	2	8	961865.00	0.37
crane66_1	2	9	961865.00	0.40
crane66_1	2	10	961865.00	0.37
crane66_1	5	1	2303767.00	0.61
crane66_1	5	2	2303767.00	0.61
crane66_1	5	3	2303767.00	0.61
crane66_1	5	4	2303767.00	0.61
crane66_1	5	5	2303767.00	0.61
crane66_1	5	6	2300236.00	0.63
crane66_1	5	7	2303767.00	0.60
crane66_1	5	8	2303767.00	0.63
crane66_1	5	9	2300236.00	0.63
crane66_1	5	10	2303767.00	0.62
crane66_1	8	1	4162524.00	1.26
crane66_1	8	2	4143239.00	1.27
crane66_1	8	3	4143239.00	1.28
crane66_1	8	4	4162524.00	1.24
crane66_1	8	5	4143239.00	1.27
crane66_1	8	6	4162524.00	1.26
crane66_1	8	7	4143239.00	1.29
crane66_1	8	8	4143239.00	1.28
crane66_1	8	9	4143239.00	1.29
crane66_1	8	10	4114916.00	1.27
crane66_2	2	1	1182704.00	0.27
crane66_2	2	2	1182704.00	0.25
crane66_2	2	3	1182704.00	0.25
crane66_2	2	4	1182704.00	0.25
crane66_2	2	5	1182704.00	0.27
crane66_2	2	6	1182704.00	0.26
crane66_2	2	7	1182704.00	0.27
crane66_2	2	8	1182704.00	0.27
crane66_2	2	9	1182704.00	0.27
crane66_2	2	10	1182704.00	0.25
crane66_2	5	1	2726072.00	0.75
crane66_2	5	2	2726072.00	0.75
crane66_2	5	3	2727303.00	0.74
crane66_2	5	4	2726072.00	0.74
crane66_2	5	5	2646411.00	0.76
crane66_2	5	6	2726072.00	0.73
crane66_2	5	7	2726072.00	0.74
crane66_2	5	8	2726072.00	0.75
crane66_2	5	9	2726072.00	0.75
crane66_2	5	10	2726072.00	0.73
crane66_2	8	1	4144910.00	1.58
crane66_2	8	2	4144910.00	1.60
crane66_2	8	3	4144910.00	1.57
crane66_2	8	4	4144910.00	1.52
crane66_2	8	5	4144910.00	1.58
crane66_2	8	6	4144910.00	1.53
crane66_2	8	7	4144910.00	1.54
crane66_2	8	8	4144910.00	1.53
crane66_2	8	9	4144910.00	1.57
crane66_2	8	10	4144910.00	1.57
dc112	2	1	3993.00	4.29
dc112	2	2	3993.00	4.28
dc112	2	3	3993.00	4.25
dc112	2	4	3993.00	4.27
dc112	2	5	3993.00	4.24
dc112	2	6	3993.00	4.24
dc112	2	7	3993.00	4.28
dc112	2	8	3993.00	4.30
dc112	2	9	3993.00	4.26
dc112	2	10	3993.00	4.26
dc112	5	1	4242.00	2.10
dc112	5	2	4242.00	2.12
dc112	5	3	4242.00	2.15
dc112	5	4	4242.00	2.12
dc112	5	5	4242.00	2.09
dc112	5	6	4242.00	2.12
dc112	5	7	4242.00	2.09
dc112	5	8	4242.00	2.11
dc112	5	9	4242.00	2.10
dc112	5	10	4242.00	2.10
dc112	8	1	6501.00	9.25
dc112	8	2	6501.00	9.32
dc112	8	3	6501.00	9.00
dc112	8	4	6501.00	7.71
dc112	8	5	6501.00	9.27
dc112	8	6	6501.00	9.11
dc112	8	7	6501.00	7.67
dc112	8	8	6501.00	8.94
dc112	8	9	6501.00	8.08
dc112	8	10	6501.00	9.15
dc126	2	1	6204.00	0.91
dc126	2	2	6204.00	0.92
dc126	2	3	6204.00	0.93
dc126	2	4	6204.00	0.92
dc126	2	5	6204.00	0.91
dc126	2	6	6204.00	0.93
dc126	2	7	6204.00	0.93
dc126	2	8	6204.00	0.94
dc126	2	9	6204.00	0.91
dc126	2	10	6204.00	0.92
dc126	5	1	12601.00	7.75
dc126	5	2	12601.00	7.64
dc126	5	3	12601.00	43.66
dc126	5	4	12601.00	8.11
dc126	5	5	12601.00	11.84
dc126	5	6	12601.00	7.63
dc126	5	7	12601.00	7.66
dc126	5	8	12601.00	7.17
dc126	5	9	12601.00	7.91
dc126	5	10	12601.00	7.70
dc126	8	1	50715.00	86.11
dc126	8	2	50678.00	85.43
dc126	8	3	50705.00	84.55
dc126	8	4	50710.00	86.36
dc126	8	5	50710.00	85.45
dc126	8	6	50700.00	86.68
dc126	8	7	50715.00	86.22
dc126	8	8	50677.00	86.31
dc126	8	9	50691.00	86.69
dc126	8	10	50678.00	85.16
dc134	2	1	3743.00	17.28
dc134	2	2	3743.00	17.34
dc134	2	3	3743.00	17.46
dc134	2	4	3743.00	17.30
dc134	2	5	3743.00	17.33
dc134	2	6	3743.00	17.42
dc134	2	7	3743.00	17.33
dc134	2	8	3743.00	17.31
dc134	2	9	3743.00	17.33
dc134	2	10	3743.00	17.39
dc134	5	1	3743.00	13.12
dc134	5	2	3743.00	13.23
dc134	5	3	3743.00	13.15
dc134	5	4	3743.00	13.17
dc134	5	5	3743.00	13.26
dc134	5	6	3743.00	13.26
dc134	5	7	3743.00	13.17
dc134	5	8	3743.00	13.17
dc134	5	9	3743.00	13.25
dc134	5	10	3743.00	13.21
dc134	8	1	3807.00	6.05
dc134	8	2	3807.00	6.10
dc134	8	3	3807.00	5.87
dc134	8	4	3807.00	6.01
dc134	8	5	3807.00	6.08
dc134	8	6	3807.00	5.86
dc134	8	7	3807.00	5.93
dc134	8	8	3807.00	6.00
dc134	8	9	3807.00	6.53
dc134	8	10	3807.00	5.90
dc176	2	1	5496.00	48.49
dc176	2	2	5496.00	48.50
dc176	2	3	5496.00	48.11
dc176	2	4	5496.00	48.12
dc176	2	5	5496.00	48.79
dc176	2	6	5496.00	48.26
dc176	2	7	5496.00	48.15
dc176	2	8	5496.00	48.13
dc176	2	9	5496.00	48.10
dc176	2	10	5496.00	48.11
dc176	5	1	5496.00	38.88
dc176	5	2	5496.00	38.51
dc176	5	3	5495.00	38.76
dc176	5	4	5496.00	38.79
dc176	5	5	5496.00	38.54
dc176	5	6	5496.00	38.44
dc176	5	7	5496.00	39.23
dc176	5	8	5496.00	38.48
dc176	5	9	5496.00	38.59
dc176	5	10	5496.00	38.74
dc176	8	1	5625.00	37.80
dc176	8	2	5625.00	37.42
dc176	8	3	5625.00	37.99
dc176	8	4	5625.00	37.95
dc176	8	5	5625.00	36.21
dc176	8	6	5625.00	37.27
dc176	8	7	5625.00	37.35
dc176	8	8	5625.00	37.58
dc176	8	9	5625.00	38.89
dc176	8	10	5625.00	37.35
dc188	2	1	4562.00	83.59
dc188	2	2	4562.00	84.40
dc188	2	3	4562.00	83.49
dc188	2	4	4562.00	84.46
dc188	2	5	4562.00	83.97
dc188	2	6	4562.00	84.14
dc188	2	7	4562.00	84.84
dc188	2	8	4562.00	85.61
dc188	2	9	4562.00	85.51
dc188	2	10	4562.00	84.43
dc188	5	1	4562.00	70.54
dc188	5	2	4562.00	71.20
dc188	5	3	4562.00	71.26
dc188	5	4	4562.00	71.07
dc188	5	5	4562.00	71.28
dc188	5	6	4562.00	70.84
dc188	5	7	4562.00	71.86
dc188	5	8	4562.00	70.38
dc188	5	9	4562.00	70.30
dc188	5	10	4562.00	70.95
dc188	8	1	4608.00	27.90
dc188	8	2	4608.00	30.94
dc188	8	3	4608.00	28.07
dc188	8	4	4608.00	28.86
dc188	8	5	4608.00	27.65
dc188	8	6	4608.00	28.52
dc188	8	7	4608.00	27.95
dc188	8	8	4608.00	27.83
dc188	8	9	4608.00	29.24
dc188	8	10	4608.00	29.14
ft53	2	1	2990.00	0.12
ft53	2	2	2990.00	0.13
ft53	2	3	2990.00	0.12
ft53	2	4	2990.00	0.13
ft53	2	5	2990.00	0.12
ft53	2	6	2990.00	0.13
ft53	2	7	2990.00	0.13
ft53	2	8	2990.00	0.12
ft53	2	9	2990.00	0.12
ft53	2	10	2990.00	0.13
ft53	5	1	3667.00	0.29
ft53	5	2	3667.00	0.29
ft53	5	3	3667.00	0.28
ft53	5	4	3667.00	0.29
ft53	5	5	3667.00	0.28
ft53	5	6	3667.00	0.31
ft53	5	7	3667.00	0.28
ft53	5	8	3667.00	0.31
ft53	5	9	3667.00	0.30
ft53	5	10	3667.00	0.30
ft53	8	1	4965.00	0.91
ft53	8	2	5057.00	0.84
ft53	8	3	5057.00	0.87
ft53	8	4	5057.00	0.84
ft53	8	5	5057.00	0.85
ft53	8	6	4965.00	0.89
ft53	8	7	4965.00	0.88
ft53	8	8	5057.00	0.86
ft53	8	9	5057.00	0.86
ft53	8	10	5057.00	0.86
ft70	2	1	8161.00	0.28
ft70	2	2	8161.00	0.28
ft70	2	3	8161.00	0.28
ft70	2	4	8161.00	0.28
ft70	2	5	8161.00	0.28
ft70	2	6	8161.00	0.28
ft70	2	7	8161.00	0.29
ft70	2	8	8161.00	0.28
ft70	2	9	8161.00	0.28
ft70	2	10	8161.00	0.28
ft70	5	1	15818.00	0.29
ft70	5	2	15751.00	0.34
ft70	5	3	15751.00	0.32
ft70	5	4	15818.00	0.31
ft70	5	5	15818.00	0.31
ft70	5	6	15718.00	0.32
ft70	5	7	15751.00	0.33
ft70	5	8	15818.00	0.31
ft70	5	9	15818.00	0.32
ft70	5	10	15818.00	0.32
ft70	8	1	25456.00	1.60
ft70	8	2	25456.00	1.58
ft70	8	3	25456.00	1.59
ft70	8	4	25456.00	1.60
ft70	8	5	25456.00	1.59
ft70	8	6	25456.00	1.58
ft70	8	7	25456.00	1.58
ft70	8	8	25456.00	1.58
ft70	8	9	25456.00	1.59
ft70	8	10	25456.00	1.60
ftv100	2	1	1699.00	20.29
ftv100	2	2	1692.00	20.20
ftv100	2	3	1699.00	20.20
ftv100	2	4	1704.00	20.18
ftv100	2	5	1699.00	20.10
ftv100	2	6	1704.00	20.13
ftv100	2	7	1692.00	20.17
ftv100	2	8	1697.00	19.94
ftv100	2	9	1699.00	20.27
ftv100	2	10	1704.00	20.27
ftv100	5	1	1713.00	21.49
ftv100	5	2	1701.00	21.51
ftv100	5	3	1701.00	21.40
ftv100	5	4	1701.00	21.46
ftv100	5	5	1731.00	21.38
ftv100	5	6	1731.00	21.38
ftv100	5	7	1701.00	21.41
ftv100	5	8	1701.00	21.33
ftv100	5	9	1711.00	21.95
ftv100	5	10	1701.00	21.55
ftv100	8	1	1780.00	18.02
ftv100	8	2	1743.00	18.05
ftv100	8	3	1780.00	18.24
ftv100	8	4	1780.00	18.18
ftv100	8	5	1743.00	18.12
ftv100	8	6	1743.00	18.04
ftv100	8	7	1780.00	18.18
ftv100	8	8	1743.00	17.99
ftv100	8	9	1743.00	18.19
ftv100	8	10	1780.00	17.97
ftv110	2	1	1963.00	22.46
ftv110	2	2	1963.00	22.03
ftv110	2	3	1963.00	21.91
ftv110	2	4	1963.00	22.10
ftv110	2	5	1963.00	21.99
ftv110	2	6	1963.00	21.93
ftv110	2	7	1963.00	22.27
ftv110	2	8	1963.00	22.00
ftv110	2	9	1963.00	22.35
ftv110	2	10	1963.00	22.10
ftv110	5	1	1922.00	26.09
ftv110	5	2	1966.00	26.30
ftv110	5	3	1922.00	26.55
ftv110	5	4	1963.00	26.90
ftv110	5	5	1922.00	26.41
ftv110	5	6	1922.00	26.07
ftv110	5	7	1922.00	26.03
ftv110	5	8	1966.00	26.70
ftv110	5	9	1966.00	26.82
ftv110	5	10	1966.00	26.65
ftv110	8	1	1958.00	25.15
ftv110	8	2	2016.00	25.44
ftv110	8	3	2025.00	25.33
ftv110	8	4	2023.00	25.48
ftv110	8	5	2020.00	25.53
ftv110	8	6	2023.00	25.80
ftv110	8	7	2023.00	25.62
ftv110	8	8	1989.00	25.56
ftv110	8	9	1970.00	26.00
ftv110	8	10	2023.00	25.32
ftv120	2	1	2044.00	32.80
ftv120	2	2	2073.00	33.07
ftv120	2	3	2066.00	33.23
ftv120	2	4	2066.00	33.35
ftv120	2	5	2073.00	33.09
ftv120	2	6	2025.00	32.93
ftv120	2	7	2073.00	33.58
ftv120	2	8	2066.00	33.12
ftv120	2	9	2046.00	33.18
ftv120	2	10	2027.00	32.97
ftv120	5	1	2043.00	37.04
ftv120	5	2	2012.00	36.53
ftv120	5	3	2012.00	36.82
ftv120	5	4	2012.00	36.64
ftv120	5	5	2043.00	36.91
ftv120	5	6	2065.00	36.80
ftv120	5	7	2012.00	36.69
ftv120	5	8	2043.00	36.80
ftv120	5	9	2037.00	36.81
ftv120	5	10	2043.00	36.87
ftv120	8	1	2031.00	31.44
ftv120	8	2	2007.00	30.64
ftv120	8	3	2059.00	31.54
ftv120	8	4	2007.00	30.82
ftv120	8	5	2198.00	30.93
ftv120	8	6	2198.00	30.46
ftv120	8	7	2007.00	30.74
ftv120	8	8	2181.00	31.04
ftv120	8	9	2162.00	30.98
ftv120	8	10	2007.00	30.82
ftv130	2	1	2278.00	41.43
ftv130	2	2	2278.00	41.13
ftv130	2	3	2278.00	41.23
ftv130	2	4	2278.00	41.07
ftv130	2	5	2278.00	41.52
ftv130	2	6	2277.00	40.85
ftv130	2	7	2278.00	40.96
ftv130	2	8	2278.00	40.69
ftv130	2	9	2278.00	41.12
ftv130	2	10	2278.00	40.89
ftv130	5	1	2298.00	49.76
ftv130	5	2	2305.00	49.49
ftv130	5	3	2305.00	49.88
ftv130	5	4	2311.00	49.72
ftv130	5	5	2311.00	49.97
ftv130	5	6	2285.00	49.22
ftv130	5	7	2281.00	49.98
ftv130	5	8	2305.00	49.77
ftv130	5	9	2314.00	49.45
ftv130	5	10	2315.00	49.94
ftv130	8	1	2275.00	35.63
ftv130	8	2	2275.00	35.94
ftv130	8	3	2275.00	35.67
ftv130	8	4	2275.00	35.94
ftv130	8	5	2275.00	35.75
ftv130	8	6	2403.00	37.96
ftv130	8	7	2275.00	36.47
ftv130	8	8	2275.00	35.84
ftv130	8	9	2355.00	35.28
ftv130	8	10	2275.00	35.72
ftv140	2	1	2371.00	59.90
ftv140	2	2	2389.00	59.90
ftv140	2	3	2389.00	59.74
ftv140	2	4	2371.00	60.12
ftv140	2	5	2384.00	59.11
ftv140	2	6	2384.00	59.61
ftv140	2	7	2389.00	60.18
ftv140	2	8	2389.00	59.93
ftv140	2	9	2384.00	59.40
ftv140	2	10	2371.00	60.25
ftv140	5	1	2348.00	68.47
ftv140	5	2	2403.00	68.69
ftv140	5	3	2398.00	69.17
ftv140	5	4	2403.00	68.82
ftv140	5	5	2398.00	69.22
ftv140	5	6	2348.00	68.31
ftv140	5	7	2403.00	68.72
ftv140	5	8	2398.00	68.74
ftv140	5	9	2398.00	69.13
ftv140	5	10	2403.00	68.68
ftv140	8	1	2476.00	55.72
ftv140	8	2	2403.00	62.18
ftv140	8	3	2460.00	55.15
ftv140	8	4	2458.00	59.32
ftv140	8	5	2391.00	56.41
ftv140	8	6	2476.00	55.13
ftv140	8	7	2437.00	58.20
ftv140	8	8	2403.00	62.25
ftv140	8	9	2507.00	54.79
ftv140	8	10	2447.00	55.90
ftv150	2	1	2620.00	77.11
ftv150	2	2	2721.00	77.32
ftv150	2	3	2676.00	77.57
ftv150	2	4	2677.00	78.01
ftv150	2	5	2620.00	76.78
ftv150	2	6	2620.00	77.05
ftv150	2	7	2677.00	76.86
ftv150	2	8	2620.00	77.11
ftv150	2	9	2721.00	76.63
ftv150	2	10	2620.00	76.36
ftv150	5	1	2716.00	89.98
ftv150	5	2	2716.00	88.93
ftv150	5	3	2700.00	89.77
ftv150	5	4	2700.00	90.97
ftv150	5	5	2700.00	89.70
ftv150	5	6	2716.00	89.54
ftv150	5	7	2676.00	88.84
ftv150	5	8	2700.00	90.17
ftv150	5	9	2676.00	91.40
ftv150	5	10	2676.00	89.73
ftv150	8	1	2770.00	84.89
ftv150	8	2	2779.00	89.90
ftv150	8	3	2748.00	84.26
ftv150	8	4	2779.00	90.82
ftv150	8	5	2789.00	83.18
ftv150	8	6	2779.00	89.96
ftv150	8	7	2789.00	82.86
ftv150	8	8	2793.00	89.12
ftv150	8	9	2793.00	89.02
ftv150	8	10	2789.00	82.83
ftv160	2	1	2672.00	95.99
ftv160	2	2	2734.00	94.76
ftv160	2	3	2672.00	95.73
ftv160	2	4	2672.00	96.21
ftv160	2	5	2734.00	95.99
ftv160	2	6	2672.00	95.58
ftv160	2	7	2692.00	96.20
ftv160	2	8	2706.00	96.45
ftv160	2	9	2694.00	95.41
ftv160	2	10	2695.00	96.24
ftv160	5	1	2728.00	131.39
ftv160	5	2	2649.00	112.52
ftv160	5	3	2726.00	112.05
ftv160	5	4	2614.00	117.23
ftv160	5	5	2746.00	115.85
ftv160	5	6	2675.00	111.84
ftv160	5	7	2728.00	131.44
ftv160	5	8	2734.00	113.85
ftv160	5	9	2734.00	112.80
ftv160	5	10	2728.00	131.61
ftv160	8	1	2782.00	97.50
ftv160	8	2	2768.00	99.24
ftv160	8	3	2792.00	99.49
ftv160	8	4	2782.00	98.76
ftv160	8	5	2768.00	96.75
ftv160	8	6	2745.00	97.39
ftv160	8	7	2782.00	97.32
ftv160	8	8	2782.00	96.87
ftv160	8	9	2763.00	98.13
ftv160	8	10	2716.00	97.05
ftv170	2	1	2917.00	124.43
ftv170	2	2	2962.00	124.35
ftv170	2	3	2924.00	124.13
ftv170	2	4	2904.00	129.19
ftv170	2	5	2902.00	124.85
ftv170	2	6	2897.00	124.03
ftv170	2	7	2962.00	124.27
ftv170	2	8	2962.00	122.54
ftv170	2	9	2944.00	124.64
ftv170	2	10	2924.00	124.17
ftv170	5	1	2908.00	153.79
ftv170	5	2	2901.00	154.77
ftv170	5	3	2943.00	150.96
ftv170	5	4	2926.00	151.79
ftv170	5	5	2908.00	152.54
ftv170	5	6	2908.00	154.99
ftv170	5	7	2908.00	154.02
ftv170	5	8	2933.00	155.37
ftv170	5	9	2943.00	150.76
ftv170	5	10	2931.00	150.97
ftv170	8	1	3040.00	134.83
ftv170	8	2	2995.00	138.10
ftv170	8	3	2995.00	135.87
ftv170	8	4	2995.00	135.83
ftv170	8	5	2995.00	136.48
ftv170	8	6	2995.00	136.50
ftv170	8	7	2995.00	137.30
ftv170	8	8	3040.00	132.97
ftv170	8	9	2995.00	136.80
ftv170	8	10	2995.00	136.38
ftv33	2	1	1083.00	0.16
ftv33	2	2	1083.00	0.18
ftv33	2	3	1083.00	0.18
ftv33	2	4	1083.00	0.18
ftv33	2	5	1083.00	0.16
ftv33	2	6	1083.00	0.17
ftv33	2	7	1083.00	0.17
ftv33	2	8	1083.00	0.15
ftv33	2	9	1083.00	0.17
ftv33	2	10	1083.00	0.16
ftv33	5	1	1083.00	0.19
ftv33	5	2	1083.00	0.21
ftv33	5	3	1083.00	0.21
ftv33	5	4	1083.00	0.21
ftv33	5	5	1083.00	0.21
ftv33	5	6	1083.00	0.20
ftv33	5	7	1083.00	0.21
ftv33	5	8	1083.00	0.21
ftv33	5	9	1083.00	0.21
ftv33	5	10	1083.00	0.21
ftv33	8	1	1162.00	0.29
ftv33	8	2	1162.00	0.29
ftv33	8	3	1162.00	0.27
ftv33	8	4	1162.00	0.27
ftv33	8	5	1162.00	0.29
ftv33	8	6	1177.00	0.27
ftv33	8	7	1177.00	0.29
ftv33	8	8	1162.00	0.29
ftv33	8	9	1162.00	0.27
ftv33	8	10	1177.00	0.27
ftv35	2	1	1161.00	0.16
ftv35	2	2	1161.00	0.18
ftv35	2	3	1161.00	0.18
ftv35	2	4	1161.00	0.18
ftv35	2	5	1161.00	0.17
ftv35	2	6	1161.00	0.16
ftv35	2	7	1161.00	0.17
ftv35	2	8	1161.00	0.18
ftv35	2	9	1161.00	0.16
ftv35	2	10	1161.00	0.17
ftv35	5	1	1161.00	0.25
ftv35	5	2	1161.00	0.23
ftv35	5	3	1161.00	0.23
ftv35	5	4	1161.00	0.25
ftv35	5	5	1161.00	0.23
ftv35	5	6	1161.00	0.23
ftv35	5	7	1161.00	0.25
ftv35	5	8	1161.00	0.23
ftv35	5	9	1161.00	0.23
ftv35	5	10	1161.00	0.25
ftv35	8	1	1189.00	0.23
ftv35	8	2	1189.00	0.21
ftv35	8	3	1189.00	0.23
ftv35	8	4	1189.00	0.22
ftv35	8	5	1189.00	0.21
ftv35	8	6	1189.00	0.23
ftv35	8	7	1189.00	0.23
ftv35	8	8	1189.00	0.23
ftv35	8	9	1189.00	0.23
ftv35	8	10	1189.00	0.23
ftv38	2	1	1185.00	0.32
ftv38	2	2	1185.00	0.31
ftv38	2	3	1185.00	0.31
ftv38	2	4	1185.00	0.32
ftv38	2	5	1185.00	0.33
ftv38	2	6	1185.00	0.31
ftv38	2	7	1185.00	0.30
ftv38	2	8	1185.00	0.31
ftv38	2	9	1185.00	0.30
ftv38	2	10	1185.00	0.32
ftv38	5	1	1185.00	0.22
ftv38	5	2	1198.00	0.22
ftv38	5	3	1198.00	0.24
ftv38	5	4	1185.00	0.22
ftv38	5	5	1216.00	0.23
ftv38	5	6	1189.00	0.24
ftv38	5	7	1185.00	0.21
ftv38	5	8	1216.00	0.23
ftv38	5	9	1185.00	0.23
ftv38	5	10	1185.00	0.23
ftv38	8	1	1239.00	0.30
ftv38	8	2	1239.00	0.29
ftv38	8	3	1239.00	0.30
ftv38	8	4	1239.00	0.29
ftv38	8	5	1239.00	0.29
ftv38	8	6	1239.00	0.30
ftv38	8	7	1239.00	0.28
ftv38	8	8	1239.00	0.27
ftv38	8	9	1239.00	0.28
ftv38	8	10	1239.00	0.30
ftv44	2	1	1274.00	0.41
ftv44	2	2	1274.00	0.43
ftv44	2	3	1274.00	0.40
ftv44	2	4	1274.00	0.41
ftv44	2	5	1274.00	0.42
ftv44	2	6	1274.00	0.40
ftv44	2	7	1274.00	0.42
ftv44	2	8	1274.00	0.42
ftv44	2	9	1274.00	0.40
ftv44	2	10	1274.00	0.40
ftv44	5	1	1269.00	0.53
ftv44	5	2	1269.00	0.54
ftv44	5	3	1269.00	0.53
ftv44	5	4	1269.00	0.51
ftv44	5	5	1274.00	0.52
ftv44	5	6	1269.00	0.52
ftv44	5	7	1274.00	0.53
ftv44	5	8	1269.00	0.51
ftv44	5	9	1274.00	0.54
ftv44	5	10	1269.00	0.54
ftv44	8	1	1362.00	0.81
ftv44	8	2	1362.00	0.79
ftv44	8	3	1362.00	0.80
ftv44	8	4	1362.00	0.79
ftv44	8	5	1362.00	0.79
ftv44	8	6	1362.00	0.79
ftv44	8	7	1362.00	0.82
ftv44	8	8	1362.00	0.81
ftv44	8	9	1362.00	0.81
ftv44	8	10	1394.00	0.94
ftv47	2	1	1421.00	0.47
ftv47	2	2	1415.00	0.48
ftv47	2	3	1425.00	0.47
ftv47	2	4	1415.00	0.45
ftv47	2	5	1421.00	0.47
ftv47	2	6	1421.00	0.46
ftv47	2	7	1421.00	0.45
ftv47	2	8	1415.00	0.47
ftv47	2	9	1421.00	0.46
ftv47	2	10	1421.00	0.47
ftv47	5	1	1421.00	0.58
ftv47	5	2	1421.00	0.59
ftv47	5	3	1425.00	0.58
ftv47	5	4	1425.00	0.58
ftv47	5	5	1421.00	0.58
ftv47	5	6	1421.00	0.58
ftv47	5	7	1428.00	0.57
ftv47	5	8	1428.00	0.58
ftv47	5	9	1428.00	0.60
ftv47	5	10	1425.00	0.58
ftv47	8	1	1473.00	0.64
ftv47	8	2	1473.00	0.63
ftv47	8	3	1468.00	0.64
ftv47	8	4	1473.00	0.64
ftv47	8	5	1468.00	0.63
ftv47	8	6	1468.00	0.64
ftv47	8	7	1473.00	0.63
ftv47	8	8	1473.00	0.66
ftv47	8	9	1473.00	0.66
ftv47	8	10	1468.00	0.63
ftv55	2	1	1588.00	1.48
ftv55	2	2	1588.00	1.47
ftv55	2	3	1581.00	1.48
ftv55	2	4	1568.00	1.50
ftv55	2	5	1581.00	1.49
ftv55	2	6	1581.00	1.46
