instance     g  runs  mean_solution  std_solution  best_solution  mean_time  std_time  best_time  gurobi_solution  gurobi_time  gurobi_status  gap_gurobi_percent  faster_than_gurobi  UB          gap_UB_percent
rbg443       2  3     2431.00        4.36          2428.00        7891.6833  33.7635   7852.7600  2370.0           74.0         OPTIMAL        2.4473              False               2401.0      1.1245
rbg443       5  3     2408.33        5.69          2402.00        8227.0267  53.6101   8165.2900  2370.0           58.0         OPTIMAL        1.3502              False               2401.0      0.0416
rbg443       8  3     2400.67        2.31          2398.00        6842.8933  9.5015    6834.6600  2370.0           62.0         OPTIMAL        1.1814              False               2401.0      -0.1249
ry48p        2  10    4426.00        0.00          4426.00        0.0890     0.0088    0.0800     4426.0           4.9          OPTIMAL        0.0000              True                4430.0      -0.0903
ry48p        5  10    5910.00        0.00          5910.00        0.2170     0.0082    0.2100     5960.0           2.2          OPTIMAL        -0.8389             True                5980.0      -1.1706
ry48p        8  10    9482.60        34.78         9461.00        0.4850     0.0143    0.4700     9461.0           4.0          OPTIMAL        0.0000              True                9471.0      -0.1056
stilt100_0   2  10    2500962.00     0.00          2500962.00     2.0030     0.0206    1.9800     2500962.0        158.8        OPTIMAL        0.0000              True                2511966.0   -0.4381
stilt100_0   5  10    5992363.20     111139.54     5863242.00     2.9050     0.0246    2.8600     5776645.0        161.5        OPTIMAL        1.4991              True                5837877.0   0.4345
stilt100_0   8  10    10657476.20    6307.50       10647274.00    10.0700    0.7798    9.6100     10123158.0       139.0        OPTIMAL        5.1774              True                10300313.0  3.3685
stilt100_1   2  10    2856008.30     6061.27       2851730.00     1.6760     0.0165    1.6500     2645205.0        484.0        OPTIMAL        7.8075              True                2672450.0   6.7085
stilt100_1   5  10    6140493.50     48409.31      6072789.00     3.1360     0.0378    3.0900     5820711.0        92.4         OPTIMAL        4.3307              True                5877753.0   3.3182
stilt100_1   8  10    10551676.60    74707.21      10514632.00    9.2540     1.0117    7.7600     10066151.0       92.3         OPTIMAL        4.4553              True                10233461.0  2.7476
stilt100_2   2  10    3140176.10     6292.40       3134381.00     1.7390     0.0137    1.7200     2654301.0        139.6        OPTIMAL        18.0869             True                2682171.0   16.8598
stilt100_2   5  10    6098874.20     17680.65      6069690.00     2.2210     0.0300    2.1800     5825292.0        69.2         OPTIMAL        4.1955              True                5912671.0   2.6556
stilt100_2   8  10    10101529.30    100522.45     9952670.00     6.2740     0.0728    6.1200     9619360.0        15.6         OPTIMAL        3.4650              True                9776155.0   1.8056
stilt100_3   2  10    3408622.60     29083.88      3360119.00     2.9690     0.0628    2.9000     3327310.0        1272.4       OPTIMAL        0.9861              True                3361248.0   -0.0336
stilt100_3   5  10    6596645.00     0.00          6596645.00     4.1100     0.0400    4.0600     6395529.0        428.2        OPTIMAL        3.1446              True                6479310.0   1.8109
stilt100_3   8  10    10188089.40    39217.30      10076475.00    6.8750     0.0712    6.7500     9911306.0        82.4         OPTIMAL        1.6665              True                10038170.0  0.3816
stilt100_4   2  10    2662325.00     0.00          2662325.00     1.9550     0.0108    1.9400     2662325.0        82.9         OPTIMAL        0.0000              True                2671643.0   -0.3488
stilt100_4   5  10    5944980.00     0.00          5944980.00     3.1260     0.0420    3.0700     5872971.0        27.5         OPTIMAL        1.2261              True                5908208.0   0.6224
stilt100_4   8  10    10589060.60    165481.90     10434239.00    8.3320     0.4509    7.8500     10235892.0       38.6         OPTIMAL        1.9378              True                10332109.0  0.9885
stilt100_5   2  10    2469070.00     0.00          2469070.00     1.9230     0.0134    1.9000     2469070.0        78.1         OPTIMAL        0.0000              True                2485118.0   -0.6458
stilt100_5   5  10    6440397.90     9510.37       6435678.00     3.0550     0.0292    2.9800     6361876.0        2011.5       OPTIMAL        1.1601              True                6478185.0   -0.6562
stilt100_5   8  10    10673005.00    90829.19      10428723.00    8.2880     0.0704    8.2000     10116440.0       28.9         OPTIMAL        3.0869              True                10306629.0  1.1846
stilt100_6   2  10    2805972.00     0.00          2805972.00     2.1570     0.0183    2.1300     2722457.0        508.8        OPTIMAL        3.0676              True                2752676.0   1.9362
stilt100_6   5  10    5676658.30     54862.57      5623809.00     3.4610     0.0441    3.3900     5412361.0        32.1         OPTIMAL        3.9068              True                5476226.0   2.6950
stilt100_6   8  10    9738383.50     116649.22     9511425.00     6.0480     0.0678    5.9100     9297847.0        29.6         OPTIMAL        2.2971              True                9414120.0   1.0336
stilt100_7   2  10    3207361.20     9652.96       3185244.00     2.8480     0.0270    2.8100     3088358.0        3374.5       OPTIMAL        3.1371              True                3097931.0   2.8184
stilt100_7   5  10    6127501.00     14674.64      6107242.00     3.6410     0.0281    3.5800     5904767.0        177.3        OPTIMAL        3.4290              True                5935471.0   2.8940
stilt100_7   8  10    10934981.60    95227.64      10851375.00    11.7520    2.6257    9.8200     10386931.0       196.4        OPTIMAL        4.4714              True                10451329.0  3.8277
stilt100_8   2  10    2752703.00     0.00          2752703.00     2.1290     0.0314    2.1000     2752703.0        1603.3       OPTIMAL        0.0000              True                2765915.0   -0.4777
stilt100_8   5  10    5905465.30     87354.47      5673916.00     3.6480     0.0469    3.5900     5649254.0        45.1         OPTIMAL        0.4366              True                5699532.0   -0.4494
stilt100_8   8  10    10141481.60    37586.10      10070700.00    7.8230     0.6517    7.1100     9626836.0        27.4         OPTIMAL        4.6107              True                9737544.0   3.4214
stilt100_9   2  10    2626326.10     7474.99       2611017.00     1.7170     0.0177    1.6800     2505203.8        78.4         OPTIMAL        4.2237              True                2529003.0   3.2429
stilt100_9   5  10    6000329.80     8490.18       5985799.00     2.7860     0.0212    2.7500     5933627.0        2435.6       OPTIMAL        0.8793              True                6006610.0   -0.3465
stilt100_9   8  10    10391289.20    56266.44      10246704.00    6.3310     0.0479    6.2700     10008040.0       37.7         OPTIMAL        2.3847              True                10166167.0  0.7922
stilt316_10  2  10    4541390.20     42825.18      4479633.00     67.3240    0.4376    66.7200    4181041.0        3600.1       TIME_LIMIT     7.1416              True                4259818.0   5.1602
stilt316_10  5  10    10844041.20    10378.56      10836002.00    201.2930   2.3007    198.1200   9554985.0        3600.2       TIME_LIMIT     13.4068             True                9698770.0   11.7255
stilt316_10  8  10    18334525.20    252030.22     18047920.00    644.2170   4.8090    637.7700   16947870.9       3600.1       TIME_LIMIT     6.4908              True                17928414.0  0.6666
stilt316_11  2  10    5006967.00     29988.73      4942930.00     56.8940    0.5392    56.1800    3980542.0        3600.1       TIME_LIMIT     24.1773             True                4026716.0   22.7534
stilt316_11  5  10    11401575.50    86028.07      11159760.00    158.0870   0.9693    156.3000   10183413.0       3600.1       TIME_LIMIT     9.5876              True                11182455.0  -0.2030
stilt316_11  8  10    18912860.40    74909.19      18857704.00    587.4200   5.3897    578.1400   17342434.0       3600.1       TIME_LIMIT     8.7374              True                19059822.0  -1.0604
stilt316_12  2  10    4773025.20     45605.30      4718595.00     62.5070    0.4291    62.1400    4017569.0        3600.1       TIME_LIMIT     17.4490             True                4092856.0   15.2886
stilt316_12  5  10    11775130.70    87925.81      11552949.00    188.0420   1.6200    185.8100   10037273.0       3600.8       TIME_LIMIT     15.1005             True                11140562.0  3.7017
stilt316_12  8  10    19336704.60    222520.01     18923408.00    719.7350   21.6216   676.9400   17319585.0       3600.2       TIME_LIMIT     9.2602              True                18612615.0  1.6698
stilt316_13  2  10    4657883.30     30466.19      4638962.00     51.0260    0.3140    50.6500    4494027.0        3600.1       TIME_LIMIT     3.2251              True                4588059.0   1.1095
stilt316_13  5  10    11054842.90    53872.25      11037807.00    178.3210   1.3730    176.1600   9708041.0        3600.3       TIME_LIMIT     13.6976             True                10581816.0  4.3092
stilt316_13  8  10    19088603.20    59357.79      18934448.00    680.5740   4.3905    672.4500   17686421.0       3600.1       TIME_LIMIT     7.0564              True                18244999.0  3.7788
stilt316_14  2  10    4166875.50     7259.01       4159989.00     49.6550    0.3528    49.0800    3768192.0        3600.1       TIME_LIMIT     10.3975             True                3882977.0   7.1340
stilt316_14  5  10    10919726.20    120969.25     10581584.00    169.7420   3.5487    167.0300   9772605.0        3600.2       TIME_LIMIT     8.2780              True                11648719.0  -9.1610
stilt316_14  8  10    18550722.80    151295.80     18176220.00    715.9620   4.7315    706.9600   16510486.0       3600.1       TIME_LIMIT     10.0889             True                18604883.0  -2.3040
stilt316_15  2  10    5024631.00     0.00          5024631.00     52.8490    0.3111    52.2200    4297527.0        3600.1       TIME_LIMIT     16.9191             True                4354395.0   15.3922
stilt316_15  5  10    10824087.60    62088.83      10752382.00    152.9690   1.7091    150.8700   9517006.0        2809.0       OPTIMAL        12.9807             True                10324831.0  4.1410
stilt316_15  8  10    18428330.60    359872.74     18113852.00    596.3040   29.1781   565.3100   18039560.0       3600.1       TIME_LIMIT     0.4118              True                19808755.0  -8.5563
stilt316_16  2  10    4410965.90     83460.91      4371477.00     54.8520    0.3593    54.3200    3846876.0        3600.1       TIME_LIMIT     13.6371             True                4193972.0   4.2324
stilt316_16  5  10    11404546.00    60361.56      11290018.00    198.3060   4.7171    188.9900   9943708.0        3601.0       TIME_LIMIT     13.5393             True                11922684.0  -5.3064
stilt316_16  8  10    19237126.00    150395.42     18879880.00    635.2300   9.2242    615.1600   17507711.0       3600.1       TIME_LIMIT     7.8375              True                18183724.0  3.8285
stilt316_17  2  10    4580567.30     16423.21      4534921.00     43.8600    0.3981    43.2600    4246938.0        3600.1       TIME_LIMIT     6.7810              True                4603918.0   -1.4987
stilt316_17  5  10    12177518.50    124011.76     11946519.00    164.2430   1.2651    161.5000   10485151.0       3600.1       TIME_LIMIT     13.9375             True                12932134.0  -7.6214
stilt316_17  8  10    19682302.00    109421.13     19370884.00    564.6260   17.8945   556.3700   17726640.0       3600.3       TIME_LIMIT     9.2756              True                18621782.0  4.0227
stilt316_18  2  10    4614324.60     15946.92      4606763.00     60.6500    0.3753    60.0800    3886928.0        3600.1       TIME_LIMIT     18.5194             True                4459552.0   3.3010
stilt316_18  5  10    10981215.00    0.00          10981215.00    195.2860   1.3937    192.5400   9495934.0        3600.0       TIME_LIMIT     15.6412             True                11103032.0  -1.0972
stilt316_18  8  10    18526509.80    194954.76     18196770.00    682.0710   10.9058   654.8900   17355203.0       3600.6       TIME_LIMIT     4.8491              True                18718446.0  -2.7870
stilt316_19  2  10    5223260.90     41401.61      5145830.00     63.6890    0.6527    62.8800    4126067.0        3600.3       TIME_LIMIT     24.7151             True                4429139.0   16.1813
stilt316_19  5  10    11025845.10    49691.18      10946632.00    162.9350   0.9725    161.1400   9789199.0        3601.2       TIME_LIMIT     11.8236             True                10275779.0  6.5285
stilt316_19  8  10    18120812.60    347883.81     17783226.00    511.6420   24.0662   486.1800   16419242.0       3600.1       TIME_LIMIT     8.3072              True                18428502.0  -3.5015
td100_1      2  10    37503.00       0.00          37503.00       0.7670     0.0142    0.7400     36509.0          14.2         OPTIMAL        2.7226              True                36960.0     1.4692
td100_1      5  10    87050.00       0.00          87050.00       1.1740     0.0196    1.1400     85987.0          3.9          OPTIMAL        1.2362              True                86909.0     0.1622
td100_1      8  10    160612.00      0.00          160612.00      4.7050     0.0264    4.6600     157727.0         2.1          OPTIMAL        1.8291              False               159743.0    0.5440
td316_10     2  10    79303.30       360.00        78843.00       19.2440    0.1310    18.9600    76669.0          25.6         OPTIMAL        2.8356              True                76986.0     2.4121
td316_10     5  10    210948.00      996.04        208603.00      72.2390    0.3821    71.8000    201465.0         16.5         OPTIMAL        3.5430              False               204331.0    2.0907
td316_10     8  10    401221.80      478.14        399861.00      279.4510   2.5841    276.9100   387300.0         37.7         OPTIMAL        3.2432              False               395088.0    1.2081
