grupo	instance	num_cities	g	gap_gurobi_percent	gap_UB_percent	mean_time	gurobi_time	faster_than_gurobi
Grande porte	stilt316_18	316	2	19.3670	4.0398	64.0440	3600.1	True
Grande porte	stilt316_18	316	5	18.3080	1.1836	171.1240	3600.0	True
Grande porte	stilt316_18	316	8	7.4620	-0.3643	637.7267	3600.6	True
Grande porte	stilt316_19	316	2	21.4550	13.1442	59.4020	3600.3	True
Grande porte	stilt316_19	316	5	14.2423	8.8327	157.1080	3601.2	True
Grande porte	stilt316_19	316	8	10.4294	-1.6108	519.7233	3600.1	True
Médio porte	td100_1	101	2	2.7226	1.4692	0.7720	14.2	True
Médio porte	td100_1	101	5	1.3235	0.2485	1.1640	3.9	True
Médio porte	td100_1	101	8	0.1566	-1.1074	5.2940	2.1	False
Grande porte	td316_10	317	2	6.5176	6.0790	17.2460	25.6	True
Grande porte	td316_10	317	5	5.0029	3.5301	77.1600	16.5	False
Grande porte	td316_10	317	8	2.7537	0.7282	317.5900	37.7	False
