instance	g	run	solution	time	status
crane316_14	2	6	2112452.00	161.20	OK
crane316_14	2	7	2104417.00	158.62	OK
crane316_14	2	8	2130322.00	164.33	OK
crane316_14	2	9	2112452.00	159.60	OK
crane316_14	2	10	2130322.00	157.28	OK
crane316_14	5	1	4980818.00	505.01	OK
crane316_14	5	2	4980818.00	498.73	OK
crane316_14	5	3	4980818.00	506.50	OK
crane316_14	5	4	4980818.00	497.41	OK
crane316_14	5	5	4980818.00	513.92	OK
crane316_14	5	6	4980818.00	507.19	OK
crane316_14	5	7	4980818.00	508.24	OK
crane316_14	5	8	4980818.00	503.39	OK
crane316_14	5	9	4980818.00	512.22	OK
crane316_14	5	10	4980818.00	506.48	OK
crane316_14	8	1	8652073.00	1566.87	OK
crane316_14	8	2	8652073.00	1596.18	OK
crane316_14	8	3	8652073.00	1606.14	OK
crane316_14	8	4	8652073.00	1635.35	OK
crane316_14	8	5	8652073.00	1629.35	OK
crane316_14	8	6	8652073.00	1638.25	OK
crane316_14	8	7	8652073.00	1644.28	OK
crane316_14	8	8	8652073.00	1643.24	OK
crane316_14	8	9	8431114.00	1640.36	OK
crane316_14	8	10	8652073.00	1641.94	OK
crane316_15	2	1	2362091.00	166.57	OK
crane316_15	2	2	2362091.00	166.34	OK
crane316_15	2	3	2362091.00	166.62	OK
crane316_15	2	4	2362091.00	166.94	OK
crane316_15	2	5	2362091.00	165.70	OK
crane316_15	2	6	2362091.00	165.98	OK
crane316_15	2	7	2362091.00	166.18	OK
crane316_15	2	8	2320157.00	166.95	OK
crane316_15	2	9	2362091.00	167.20	OK
crane316_15	2	10	2362091.00	166.04	OK
crane316_15	5	1	5590166.00	506.56	OK
crane316_15	5	2	5584211.00	509.96	OK
crane316_15	5	3	5584211.00	508.24	OK
crane316_15	5	4	5584211.00	508.10	OK
crane316_15	5	5	5579554.00	506.79	OK
crane316_15	5	6	5584211.00	508.22	OK
crane316_15	5	7	5584211.00	510.36	OK
crane316_15	5	8	5584211.00	577.17	OK
crane316_15	5	9	5584211.00	509.88	OK
crane316_15	5	10	5584211.00	508.44	OK
crane316_15	8	1	9334336.00	1883.00	OK
crane316_15	8	2	9334336.00	1882.35	OK
crane316_15	8	3	9334336.00	1891.54	OK
crane316_15	8	4	9334336.00	1890.41	OK
crane316_15	8	5	9334336.00	1901.70	OK
crane316_15	8	6	9334336.00	1888.47	OK
crane316_15	8	7	9334336.00	1890.39	OK
crane316_15	8	8	9334336.00	1884.84	OK
crane316_15	8	9	9334336.00	1888.73	OK
crane316_15	8	10	9334336.00	1894.92	OK
crane316_16	2	1	2334411.00	177.69	OK
crane316_16	2	2	2334411.00	201.92	OK
crane316_16	2	3	2243200.00	179.03	OK
crane316_16	2	4	2334411.00	178.15	OK
crane316_16	2	5	2334411.00	177.25	OK
crane316_16	2	6	2334411.00	177.53	OK
crane316_16	2	7	2334411.00	177.95	OK
crane316_16	2	8	2334411.00	179.12	OK
crane316_16	2	9	2334411.00	177.35	OK
crane316_16	2	10	2334411.00	177.95	OK
crane316_16	5	1	5558347.00	491.96	OK
crane316_16	5	2	5558347.00	489.58	OK
crane316_16	5	3	5554108.00	497.29	OK
crane316_16	5	4	5558347.00	499.27	OK
crane316_16	5	5	5558347.00	491.12	OK
crane316_16	5	6	5558347.00	494.14	OK
crane316_16	5	7	5648235.00	511.92	OK
crane316_16	5	8	5558347.00	495.48	OK
crane316_16	5	9	5558347.00	494.05	OK
crane316_16	5	10	5558347.00	489.12	OK
crane316_16	8	1	9093783.00	1688.48	OK
crane316_16	8	2	9093783.00	1682.04	OK
crane316_16	8	3	9093783.00	1693.87	OK
crane316_16	8	4	9093783.00	1692.64	OK
crane316_16	8	5	9039735.00	1669.51	OK
crane316_16	8	6	8817906.00	1675.95	OK
crane316_16	8	7	9039735.00	1670.89	OK
crane316_16	8	8	9027871.00	1661.65	OK
crane316_16	8	9	9093783.00	1657.61	OK
crane316_16	8	10	9027871.00	1629.05	OK
crane316_17	2	1	2352436.00	152.20	OK
crane316_17	2	2	2352436.00	151.74	OK
crane316_17	2	3	2352436.00	151.75	OK
crane316_17	2	4	2308106.00	158.47	OK
crane316_17	2	5	2352436.00	155.51	OK
crane316_17	2	6	2352436.00	152.06	OK
crane316_17	2	7	2352436.00	153.63	OK
crane316_17	2	8	2352436.00	155.55	OK
crane316_17	2	9	2352436.00	158.68	OK
crane316_17	2	10	2352436.00	153.66	OK
crane316_17	5	1	5687196.00	462.35	OK
crane316_17	5	2	5687196.00	456.94	OK
crane316_17	5	3	5687196.00	450.10	OK
crane316_17	5	4	5826126.00	461.12	OK
crane316_17	5	5	5826126.00	459.56	OK
crane316_17	5	6	5826126.00	458.86	OK
crane316_17	5	7	5826126.00	455.83	OK
crane316_17	5	8	5687196.00	453.18	OK
crane316_17	5	9	5687196.00	453.06	OK
crane316_17	5	10	5826126.00	459.90	OK
crane316_17	8	1	9487336.00	1854.61	OK
crane316_17	8	2	9487336.00	1856.88	OK
crane316_17	8	3	9487336.00	1836.55	OK
crane316_17	8	4	9487336.00	1839.99	OK
crane316_17	8	5	9487336.00	1852.98	OK
crane316_17	8	6	9395660.00	1935.75	OK
crane316_17	8	7	9487336.00	1886.04	OK
crane316_17	8	8	9487336.00	1879.57	OK
crane316_17	8	9	9487336.00	1888.19	OK
crane316_17	8	10	9487336.00	1894.63	OK
crane316_18	2	1	1999619.00	144.80	OK
crane316_18	2	2	1999619.00	144.79	OK
crane316_18	2	3	2089780.00	148.68	OK
crane316_18	2	4	1999619.00	144.47	OK
crane316_18	2	5	1999619.00	145.02	OK
crane316_18	2	6	1999619.00	144.15	OK
crane316_18	2	7	2089780.00	148.52	OK
crane316_18	2	8	1999619.00	144.23	OK
crane316_18	2	9	2089780.00	149.03	OK
crane316_18	2	10	1999619.00	144.82	OK
crane316_18	5	1	5246865.00	395.00	OK
crane316_18	5	2	5246865.00	392.71	OK
crane316_18	5	3	5246865.00	393.11	OK
crane316_18	5	4	5246865.00	393.94	OK
crane316_18	5	5	5246865.00	393.78	OK
crane316_18	5	6	5246865.00	400.77	OK
crane316_18	5	7	5246865.00	396.77	OK
crane316_18	5	8	5246865.00	395.22	OK
crane316_18	5	9	5246865.00	398.45	OK
crane316_18	5	10	5246865.00	395.05	OK
crane316_18	8	1	8891600.00	1698.11	OK
crane316_18	8	2	8891600.00	1705.70	OK
crane316_18	8	3	8891600.00	1699.08	OK
crane316_18	8	4	8891600.00	1698.02	OK
crane316_18	8	5	8891600.00	1709.05	OK
crane316_18	8	6	8891600.00	1703.64	OK
crane316_18	8	7	8891600.00	1706.90	OK
crane316_18	8	8	8891600.00	1702.96	OK
crane316_18	8	9	8891600.00	1699.58	OK
crane316_18	8	10	8891600.00	1699.57	OK
crane316_19	2	1	1936990.00	146.68	OK
crane316_19	2	2	1936990.00	147.40	OK
crane316_19	2	3	1936990.00	148.40	OK
crane316_19	2	4	1936990.00	148.92	OK
crane316_19	2	5	1936990.00	147.04	OK
crane316_19	2	6	1925398.00	147.80	OK
crane316_19	2	7	1936990.00	147.64	OK
crane316_19	2	8	1936990.00	148.68	OK
crane316_19	2	9	1936990.00	147.49	OK
crane316_19	2	10	1936990.00	148.10	OK
crane316_19	5	1	5244445.00	439.51	OK
crane316_19	5	2	5293200.00	438.45	OK
crane316_19	5	3	5293200.00	435.79	OK
crane316_19	5	4	5293200.00	438.39	OK
crane316_19	5	5	5244445.00	437.78	OK
crane316_19	5	6	5219256.00	437.79	OK
crane316_19	5	7	5293200.00	437.23	OK
crane316_19	5	8	5293200.00	435.59	OK
crane316_19	5	9	5293200.00	437.16	OK
crane316_19	5	10	5202892.00	439.06	OK
crane316_19	8	1	9032617.00	1505.57	OK
crane316_19	8	2	9032617.00	1506.63	OK
crane316_19	8	3	9032617.00	1514.74	OK
crane316_19	8	4	9032617.00	1516.35	OK
crane316_19	8	5	9032617.00	1508.51	OK
crane316_19	8	6	9032617.00	1500.74	OK
crane316_19	8	7	9032617.00	1459.71	OK
crane316_19	8	8	9032617.00	1426.03	OK
crane316_19	8	9	9032617.00	1418.06	OK
crane316_19	8	10	9032617.00	1387.61	OK
crane66_0	2	1	1346799.00	1.19	OK
crane66_0	2	2	1346799.00	1.21	OK
crane66_0	2	3	1346799.00	1.21	OK
crane66_0	2	4	1346799.00	1.21	OK
crane66_0	2	5	1346799.00	1.24	OK
crane66_0	2	6	1346799.00	1.24	OK
crane66_0	2	7	1346799.00	1.24	OK
crane66_0	2	8	1346799.00	1.26	OK
crane66_0	2	9	1346799.00	1.38	OK
crane66_0	2	10	1346799.00	1.48	OK
crane66_0	5	1	2740549.00	3.46	OK
crane66_0	5	2	2740549.00	3.45	OK
crane66_0	5	3	2740549.00	3.51	OK
crane66_0	5	4	2740549.00	3.45	OK
crane66_0	5	5	2740549.00	3.50	OK
crane66_0	5	6	2740549.00	3.41	OK
crane66_0	5	7	2740549.00	3.47	OK
crane66_0	5	8	2740549.00	3.51	OK
crane66_0	5	9	2740549.00	3.48	OK
crane66_0	5	10	2740549.00	3.51	OK
crane66_0	8	1	4386313.00	6.92	OK
crane66_0	8	2	4386313.00	6.82	OK
crane66_0	8	3	4386313.00	6.98	OK
crane66_0	8	4	4385407.00	6.97	OK
crane66_0	8	5	4386313.00	7.02	OK
crane66_0	8	6	4386313.00	6.95	OK
crane66_0	8	7	4386313.00	6.95	OK
crane66_0	8	8	4386313.00	7.07	OK
crane66_0	8	9	4386313.00	7.04	OK
crane66_0	8	10	4386313.00	6.89	OK
crane66_1	2	1	983105.00	1.84	OK
crane66_1	2	2	983105.00	1.82	OK
crane66_1	2	3	983105.00	1.80	OK
crane66_1	2	4	983105.00	1.82	OK
crane66_1	2	5	983105.00	1.81	OK
crane66_1	2	6	983105.00	1.80	OK
crane66_1	2	7	983105.00	1.80	OK
crane66_1	2	8	983105.00	1.80	OK
crane66_1	2	9	983105.00	1.79	OK
crane66_1	2	10	983105.00	1.81	OK
crane66_1	5	1	2354836.00	2.38	OK
crane66_1	5	2	2354836.00	2.39	OK
crane66_1	5	3	2354836.00	2.34	OK
crane66_1	5	4	2354836.00	2.42	OK
crane66_1	5	5	2354836.00	2.36	OK
crane66_1	5	6	2354836.00	2.39	OK
crane66_1	5	7	2354836.00	2.36	OK
crane66_1	5	8	2354836.00	2.37	OK
crane66_1	5	9	2354836.00	2.34	OK
crane66_1	5	10	2354836.00	2.36	OK
crane66_1	8	1	4206666.00	4.88	OK
crane66_1	8	2	4206666.00	4.83	OK
crane66_1	8	3	4206666.00	4.94	OK
crane66_1	8	4	4116051.00	5.03	OK
crane66_1	8	5	4206666.00	4.95	OK
crane66_1	8	6	4116051.00	5.15	OK
crane66_1	8	7	4206666.00	4.98	OK
crane66_1	8	8	4206666.00	4.98	OK
crane66_1	8	9	4116051.00	5.12	OK
crane66_1	8	10	4116051.00	5.20	OK
crane66_2	2	1	1192160.00	1.44	OK
crane66_2	2	2	1192160.00	1.45	OK
crane66_2	2	3	1192160.00	1.48	OK
crane66_2	2	4	1192160.00	1.48	OK
crane66_2	2	5	1192160.00	1.46	OK
crane66_2	2	6	1192160.00	1.45	OK
crane66_2	2	7	1192160.00	1.45	OK
crane66_2	2	8	1192160.00	1.47	OK
crane66_2	2	9	1192160.00	1.47	OK
crane66_2	2	10	1192160.00	1.48	OK
crane66_2	5	1	2713721.00	2.91	OK
crane66_2	5	2	2713721.00	2.93	OK
crane66_2	5	3	2713721.00	2.93	OK
crane66_2	5	4	2713721.00	2.96	OK
crane66_2	5	5	2713721.00	2.92	OK
crane66_2	5	6	2727209.00	2.95	OK
crane66_2	5	7	2713721.00	2.95	OK
crane66_2	5	8	2713721.00	2.97	OK
crane66_2	5	9	2713721.00	2.94	OK
crane66_2	5	10	2713721.00	2.94	OK
crane66_2	8	1	4346896.00	6.04	OK
crane66_2	8	2	4346896.00	6.21	OK
crane66_2	8	3	4346896.00	5.98	OK
crane66_2	8	4	4346896.00	5.89	OK
crane66_2	8	5	4346896.00	5.84	OK
crane66_2	8	6	4346896.00	5.78	OK
crane66_2	8	7	4346896.00	5.92	OK
crane66_2	8	8	4346896.00	5.87	OK
crane66_2	8	9	4346896.00	5.92	OK
crane66_2	8	10	4346896.00	5.93	OK
dc112	2	1	3993.00	18.11	OK
dc112	2	2	3993.00	17.80	OK
dc112	2	3	3993.00	17.60	OK
dc112	2	4	3993.00	17.81	OK
dc112	2	5	3993.00	17.58	OK
dc112	2	6	3993.00	17.37	OK
dc112	2	7	3993.00	17.58	OK
dc112	2	8	3993.00	17.66	OK
dc112	2	9	3993.00	17.77	OK
dc112	2	10	3993.00	17.78	OK
dc112	5	1	4242.00	27.40	OK
dc112	5	2	4242.00	26.79	OK
dc112	5	3	4242.00	27.11	OK
dc112	5	4	4242.00	26.88	OK
dc112	5	5	4242.00	26.41	OK
dc112	5	6	4242.00	26.69	OK
dc112	5	7	4242.00	26.78	OK
dc112	5	8	4242.00	26.99	OK
dc112	5	9	4242.00	28.70	OK
dc112	5	10	4242.00	27.37	OK
dc112	8	1	6575.00	49.14	OK
dc112	8	2	6575.00	48.29	OK
dc112	8	3	6575.00	48.44	OK
dc112	8	4	6575.00	47.48	OK
dc112	8	5	6575.00	47.35	OK
dc112	8	6	6575.00	48.45	OK
dc112	8	7	6575.00	49.04	OK
dc112	8	8	6575.00	48.71	OK
dc112	8	9	6575.00	47.51	OK
dc112	8	10	6575.00	47.63	OK
dc126	2	1	6204.00	9.47	OK
dc126	2	2	6204.00	10.03	OK
dc126	2	3	6204.00	10.08	OK
dc126	2	4	6204.00	10.03	OK
dc126	2	5	6204.00	10.14	OK
dc126	2	6	6204.00	10.41	OK
dc126	2	7	6204.00	10.19	OK
dc126	2	8	6204.00	10.53	OK
dc126	2	9	6204.00	10.53	OK
dc126	2	10	6204.00	10.50	OK
dc126	5	1	14356.00	18.57	OK
dc126	5	2	14656.00	18.34	OK
dc126	5	3	14656.00	18.70	OK
dc126	5	4	14656.00	18.60	OK
dc126	5	5	14656.00	18.16	OK
dc126	5	6	14656.00	17.62	OK
dc126	5	7	14656.00	17.75	OK
dc126	5	8	14656.00	17.18	OK
dc126	5	9	14656.00	16.96	OK
dc126	5	10	14656.00	16.91	OK
dc126	8	1	58337.00	122.88	OK
dc126	8	2	58337.00	119.14	OK
dc126	8	3	58337.00	118.98	OK
dc126	8	4	58337.00	118.04	OK
dc126	8	5	58337.00	118.41	OK
dc126	8	6	58847.00	60.66	OK
dc126	8	7	58337.00	120.86	OK
dc126	8	8	58337.00	118.28	OK
dc126	8	9	58337.00	118.55	OK
dc126	8	10	58847.00	60.77	OK
dc134	2	1	3743.00	66.10	OK
dc134	2	2	3743.00	66.33	OK
dc134	2	3	3743.00	67.95	OK
dc134	2	4	3743.00	67.70	OK
dc134	2	5	3743.00	65.19	OK
dc134	2	6	3743.00	66.06	OK
dc134	2	7	3743.00	67.38	OK
dc134	2	8	3743.00	67.88	OK
dc134	2	9	3743.00	65.24	OK
dc134	2	10	3743.00	66.15	OK
dc134	5	1	3743.00	56.40	OK
dc134	5	2	3743.00	56.23	OK
dc134	5	3	3743.00	55.21	OK
dc134	5	4	3743.00	54.57	OK
dc134	5	5	3743.00	54.63	OK
dc134	5	6	3743.00	55.33	OK
dc134	5	7	3743.00	54.54	OK
dc134	5	8	3743.00	54.72	OK
dc134	5	9	3743.00	54.80	OK
dc134	5	10	3743.00	54.65	OK
dc134	8	1	3807.00	63.84	OK
dc134	8	2	3807.00	62.44	OK
dc134	8	3	3807.00	63.11	OK
dc134	8	4	3807.00	63.54	OK
dc134	8	5	3807.00	62.52	OK
dc134	8	6	3807.00	63.43	OK
dc134	8	7	3807.00	63.75	OK
dc134	8	8	3807.00	64.64	OK
dc134	8	9	3807.00	63.54	OK
dc134	8	10	3807.00	62.54	OK
dc176	2	1	5496.00	182.80	OK
dc176	2	2	5496.00	178.89	OK
dc176	2	3	5496.00	179.39	OK
dc176	2	4	5496.00	181.57	OK
dc176	2	5	5496.00	180.68	OK
dc176	2	6	5496.00	179.85	OK
dc176	2	7	5496.00	180.89	OK
dc176	2	8	5496.00	178.65	OK
dc176	2	9	5496.00	179.23	OK
dc176	2	10	5496.00	180.01	OK
dc176	5	1	5495.00	174.99	OK
dc176	5	2	5495.00	173.51	OK
dc176	5	3	5495.00	174.13	OK
dc176	5	4	5495.00	173.88	OK
dc176	5	5	5495.00	173.28	OK
dc176	5	6	5495.00	173.05	OK
dc176	5	7	5495.00	173.55	OK
dc176	5	8	5495.00	173.86	OK
dc176	5	9	5495.00	174.30	OK
dc176	5	10	5495.00	173.77	OK
dc176	8	1	5625.00	293.54	OK
dc176	8	2	5625.00	293.06	OK
dc176	8	3	5625.00	291.25	OK
dc176	8	4	5625.00	293.36	OK
dc176	8	5	5625.00	294.04	OK
dc176	8	6	5625.00	295.16	OK
dc176	8	7	5625.00	294.10	OK
dc176	8	8	5625.00	293.37	OK
dc176	8	9	5625.00	294.44	OK
dc176	8	10	5625.00	296.28	OK
dc188	2	1	4562.00	320.02	OK
dc188	2	2	4562.00	319.75	OK
dc188	2	3	4562.00	320.37	OK
dc188	2	4	4562.00	319.77	OK
dc188	2	5	4562.00	319.62	OK
dc188	2	6	4562.00	319.31	OK
dc188	2	7	4562.00	319.77	OK
dc188	2	8	4562.00	320.12	OK
dc188	2	9	4562.00	329.32	OK
dc188	2	10	4562.00	319.15	OK
dc188	5	1	4562.00	266.55	OK
dc188	5	2	4562.00	267.50	OK
dc188	5	3	4562.00	270.90	OK
dc188	5	4	4562.00	272.22	OK
dc188	5	5	4562.00	265.50	OK
dc188	5	6	4562.00	271.97	OK
dc188	5	7	4562.00	271.70	OK
dc188	5	8	4562.00	270.31	OK
dc188	5	9	4562.00	270.63	OK
dc188	5	10	4562.00	269.73	OK
dc188	8	1	4608.00	353.34	OK
dc188	8	2	4608.00	355.74	OK
dc188	8	3	4608.00	352.99	OK
dc188	8	4	4608.00	353.25	OK
dc188	8	5	4608.00	354.89	OK
dc188	8	6	4608.00	357.59	OK
dc188	8	7	4608.00	358.24	OK
dc188	8	8	4608.00	361.57	OK
dc188	8	9	4608.00	359.80	OK
dc188	8	10	4608.00	361.27	OK
ft53	2	1	3009.00	0.58	OK
ft53	2	2	3009.00	0.61	OK
ft53	2	3	3009.00	0.59	OK
ft53	2	4	3009.00	0.63	OK
ft53	2	5	3009.00	0.76	OK
ft53	2	6	3009.00	0.76	OK
ft53	2	7	3009.00	0.76	OK
ft53	2	8	3009.00	0.78	OK
ft53	2	9	3009.00	0.80	OK
ft53	2	10	3009.00	0.76	OK
ft53	5	1	3733.00	1.42	OK
ft53	5	2	3733.00	1.42	OK
ft53	5	3	3733.00	1.42	OK
ft53	5	4	3733.00	1.41	OK
ft53	5	5	3733.00	1.39	OK
ft53	5	6	3733.00	1.40	OK
ft53	5	7	3733.00	1.36	OK
ft53	5	8	3733.00	1.37	OK
ft53	5	9	3733.00	1.40	OK
ft53	5	10	3733.00	1.38	OK
ft53	8	1	4936.00	3.66	OK
ft53	8	2	4936.00	3.63	OK
ft53	8	3	4936.00	3.67	OK
ft53	8	4	4936.00	3.74	OK
ft53	8	5	4936.00	3.60	OK
ft53	8	6	4936.00	3.63	OK
ft53	8	7	4936.00	3.62	OK
ft53	8	8	4936.00	3.62	OK
ft53	8	9	4936.00	3.64	OK
ft53	8	10	4936.00	3.63	OK
ft70	2	1	8161.00	0.95	OK
ft70	2	2	8188.00	0.96	OK
ft70	2	3	8161.00	0.93	OK
ft70	2	4	8161.00	0.96	OK
ft70	2	5	8161.00	0.95	OK
ft70	2	6	8161.00	0.95	OK
ft70	2	7	8161.00	0.96	OK
ft70	2	8	8161.00	0.94	OK
ft70	2	9	8188.00	0.97	OK
ft70	2	10	8161.00	0.95	OK
ft70	5	1	16515.00	3.03	OK
ft70	5	2	16515.00	3.05	OK
ft70	5	3	16515.00	3.04	OK
ft70	5	4	16515.00	3.08	OK
ft70	5	5	16156.00	3.04	OK
ft70	5	6	16156.00	3.07	OK
ft70	5	7	16515.00	3.12	OK
ft70	5	8	16156.00	3.05	OK
ft70	5	9	16156.00	3.20	OK
ft70	5	10	16156.00	3.07	OK
ft70	8	1	25574.00	9.31	OK
ft70	8	2	25574.00	9.18	OK
ft70	8	3	25574.00	9.24	OK
ft70	8	4	25574.00	9.35	OK
ft70	8	5	25574.00	9.19	OK
ft70	8	6	25574.00	9.41	OK
ft70	8	7	25574.00	9.38	OK
ft70	8	8	25574.00	9.56	OK
ft70	8	9	25574.00	9.41	OK
ft70	8	10	25574.00	9.38	OK
ftv100	2	1	1805.00	69.09	OK
ftv100	2	2	1793.00	67.24	OK
ftv100	2	3	1793.00	67.44	OK
ftv100	2	4	1793.00	66.88	OK
ftv100	2	5	1793.00	69.10	OK
ftv100	2	6	1793.00	71.01	OK
ftv100	2	7	1793.00	69.09	OK
ftv100	2	8	1793.00	67.22	OK
ftv100	2	9	1793.00	68.04	OK
ftv100	2	10	1793.00	68.57	OK
ftv100	5	1	1788.00	69.40	OK
ftv100	5	2	1788.00	68.70	OK
ftv100	5	3	1788.00	69.56	OK
ftv100	5	4	1788.00	68.31	OK
ftv100	5	5	1863.00	68.97	OK
ftv100	5	6	1863.00	68.22	OK
ftv100	5	7	1788.00	69.97	OK
ftv100	5	8	1788.00	68.70	OK
ftv100	5	9	1863.00	67.35	OK
ftv100	5	10	1863.00	69.39	OK
ftv100	8	1	1682.00	76.24	OK
ftv100	8	2	1682.00	73.25	OK
ftv100	8	3	1850.00	72.02	OK
ftv100	8	4	1682.00	73.66	OK
ftv100	8	5	1682.00	75.13	OK
ftv100	8	6	1682.00	75.08	OK
ftv100	8	7	1682.00	73.68	OK
ftv100	8	8	1682.00	75.04	OK
ftv100	8	9	1682.00	74.39	OK
ftv100	8	10	1682.00	75.28	OK
ftv110	2	1	2248.00	65.71	OK
ftv110	2	2	2131.00	62.16	OK
ftv110	2	3	2131.00	63.21	OK
ftv110	2	4	2131.00	64.22	OK
ftv110	2	5	2248.00	67.01	OK
ftv110	2	6	2248.00	65.79	OK
ftv110	2	7	2248.00	67.99	OK
ftv110	2	8	2248.00	65.48	OK
ftv110	2	9	2131.00	64.57	OK
ftv110	2	10	2131.00	63.60	OK
ftv110	5	1	2107.00	65.34	OK
ftv110	5	2	2107.00	66.57	OK
ftv110	5	3	2107.00	68.17	OK
ftv110	5	4	2107.00	67.42	OK
ftv110	5	5	2107.00	67.22	OK
ftv110	5	6	2107.00	67.29	OK
ftv110	5	7	2114.00	79.00	OK
ftv110	5	8	2107.00	69.23	OK
ftv110	5	9	2114.00	77.98	OK
ftv110	5	10	2107.00	65.45	OK
ftv110	8	1	2055.00	101.67	OK
ftv110	8	2	2055.00	100.37	OK
ftv110	8	3	2055.00	100.07	OK
ftv110	8	4	2055.00	100.48	OK
ftv110	8	5	2055.00	98.90	OK
ftv110	8	6	2055.00	101.82	OK
ftv110	8	7	2055.00	99.24	OK
ftv110	8	8	2055.00	101.14	OK
ftv110	8	9	2055.00	102.64	OK
ftv110	8	10	2055.00	98.70	OK
ftv120	2	1	2048.00	131.00	OK
ftv120	2	2	2080.00	131.52	OK
ftv120	2	3	2080.00	131.46	OK
ftv120	2	4	2048.00	133.09	OK
ftv120	2	5	2048.00	131.54	OK
ftv120	2	6	2080.00	130.03	OK
ftv120	2	7	2080.00	130.71	OK
ftv120	2	8	2080.00	132.28	OK
ftv120	2	9	2048.00	132.72	OK
ftv120	2	10	2080.00	131.35	OK
ftv120	5	1	2025.00	147.42	OK
ftv120	5	2	2025.00	148.27	OK
ftv120	5	3	2025.00	147.72	OK
ftv120	5	4	2025.00	147.88	OK
ftv120	5	5	2025.00	150.03	OK
ftv120	5	6	2025.00	148.59	OK
ftv120	5	7	2025.00	148.70	OK
ftv120	5	8	2025.00	148.59	OK
ftv120	5	9	2025.00	148.30	OK
ftv120	5	10	2025.00	148.24	OK
ftv120	8	1	2101.00	138.56	OK
ftv120	8	2	2101.00	137.51	OK
ftv120	8	3	2065.00	135.75	OK
ftv120	8	4	2101.00	137.51	OK
ftv120	8	5	2065.00	136.11	OK
ftv120	8	6	2065.00	136.33	OK
ftv120	8	7	2101.00	138.41	OK
ftv120	8	8	2101.00	138.00	OK
ftv120	8	9	2065.00	136.01	OK
ftv120	8	10	2035.00	137.75	OK
ftv130	2	1	2433.00	133.22	OK
ftv130	2	2	2433.00	132.55	OK
ftv130	2	3	2433.00	133.48	OK
ftv130	2	4	2433.00	132.59	OK
ftv130	2	5	2433.00	132.97	OK
ftv130	2	6	2433.00	132.17	OK
ftv130	2	7	2433.00	132.28	OK
ftv130	2	8	2433.00	132.56	OK
ftv130	2	9	2433.00	132.94	OK
ftv130	2	10	2433.00	133.34	OK
ftv130	5	1	2291.00	171.63	OK
ftv130	5	2	2291.00	172.49	OK
ftv130	5	3	2291.00	171.81	OK
ftv130	5	4	2291.00	171.84	OK
ftv130	5	5	2291.00	172.05	OK
ftv130	5	6	2291.00	172.15	OK
ftv130	5	7	2291.00	171.52	OK
ftv130	5	8	2291.00	171.55	OK
ftv130	5	9	2291.00	172.52	OK
ftv130	5	10	2291.00	173.14	OK
ftv130	8	1	2334.00	183.26	OK
ftv130	8	2	2334.00	183.67	OK
ftv130	8	3	2334.00	183.12	OK
ftv130	8	4	2334.00	183.78	OK
ftv130	8	5	2334.00	182.56	OK
ftv130	8	6	2334.00	183.29	OK
ftv130	8	7	2334.00	182.97	OK
ftv130	8	8	2334.00	183.90	OK
ftv130	8	9	2334.00	182.91	OK
ftv130	8	10	2416.00	179.56	OK
ftv140	2	1	2470.00	209.32	OK
ftv140	2	2	2486.00	207.63	OK
ftv140	2	3	2486.00	208.86	OK
ftv140	2	4	2479.00	208.12	OK
ftv140	2	5	2486.00	207.50	OK
ftv140	2	6	2486.00	208.12	OK
ftv140	2	7	2486.00	208.55	OK
ftv140	2	8	2486.00	207.42	OK
ftv140	2	9	2486.00	207.67	OK
ftv140	2	10	2470.00	209.46	OK
ftv140	5	1	2420.00	260.44	OK
ftv140	5	2	2415.00	261.15	OK
ftv140	5	3	2420.00	261.45	OK
ftv140	5	4	2420.00	260.56	OK
ftv140	5	5	2420.00	259.29	OK
ftv140	5	6	2420.00	260.80	OK
ftv140	5	7	2415.00	261.37	OK
ftv140	5	8	2420.00	259.72	OK
ftv140	5	9	2415.00	260.66	OK
ftv140	5	10	2386.00	260.19	OK
ftv140	8	1	2477.00	244.81	OK
ftv140	8	2	2477.00	245.65	OK
ftv140	8	3	2477.00	246.14	OK
ftv140	8	4	2477.00	244.55	OK
ftv140	8	5	2477.00	245.61	OK
ftv140	8	6	2477.00	246.95	OK
ftv140	8	7	2477.00	244.50	OK
ftv140	8	8	2477.00	245.33	OK
ftv140	8	9	2498.00	247.73	OK
ftv140	8	10	2477.00	245.79	OK
ftv150	2	1	2761.00	301.77	OK
ftv150	2	2	2761.00	301.22	OK
ftv150	2	3	2761.00	302.08	OK
ftv150	2	4	2761.00	303.37	OK
ftv150	2	5	2761.00	304.62	OK
ftv150	2	6	2761.00	303.06	OK
ftv150	2	7	2761.00	303.30	OK
ftv150	2	8	2761.00	303.69	OK
ftv150	2	9	2761.00	301.49	OK
ftv150	2	10	2761.00	301.87	OK
ftv150	5	1	2661.00	288.81	OK
ftv150	5	2	2661.00	289.43	OK
ftv150	5	3	2661.00	287.95	OK
ftv150	5	4	2801.00	289.01	OK
ftv150	5	5	2661.00	288.62	OK
ftv150	5	6	2661.00	288.61	OK
ftv150	5	7	2801.00	291.15	OK
ftv150	5	8	2661.00	289.90	OK
ftv150	5	9	2801.00	291.67	OK
ftv150	5	10	2661.00	288.30	OK
ftv150	8	1	2735.00	340.86	OK
ftv150	8	2	2752.00	336.77	OK
ftv150	8	3	2752.00	336.35	OK
