instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
crane66_0	8	10	4246989.20	2040.30	4246344.00	1.1880	0.0132	1.1700	4174127.0	5.1	OPTIMAL	1.7301	True	4194580.0	1.2341
crane66_1	2	10	961865.00	0.00	961865.00	0.2610	0.0088	0.2400	961865.0	4.2	OPTIMAL	0.0000	True	961865.0	0.0000
crane66_1	5	10	2295398.80	2265.44	2293644.00	0.6030	0.0082	0.5900	2277182.0	10.8	OPTIMAL	0.7229	True	2311795.0	-0.7851
crane66_1	8	10	4092692.00	0.00	4092692.00	1.1070	0.0116	1.0900	3979379.0	10.8	OPTIMAL	2.8475	True	4010020.0	2.0616
crane66_2	2	10	1182704.00	0.00	1182704.00	0.2410	0.0032	0.2400	1182704.0	11.1	OPTIMAL	0.0000	True	1182704.0	0.0000
crane66_2	5	10	2669299.60	5749.57	2664846.00	0.6380	0.0162	0.6100	2565899.0	12.3	OPTIMAL	3.8562	True	2568208.0	3.7629
crane66_2	8	10	4153638.00	4600.06	4144910.00	1.5470	0.0149	1.5200	4124869.0	10.2	OPTIMAL	0.4859	True	4183029.0	-0.9113
dc112	2	10	3993.00	0.00	3993.00	4.2970	0.0116	4.2700	3993.0	2.4	OPTIMAL	0.0000	False	3993.0	0.0000
dc112	5	10	4242.00	0.00	4242.00	2.0490	0.0160	2.0300	4242.0	18.2	OPTIMAL	0.0000	True	4242.0	0.0000
dc112	8	10	6501.00	0.00	6501.00	7.7860	0.1166	7.6500	6501.0	95.0	OPTIMAL	0.0000	True	6501.0	0.0000
dc126	2	10	6204.00	0.00	6204.00	0.4780	0.0123	0.4600	6204.0	1.2	OPTIMAL	0.0000	True	6281.0	-1.2259
dc126	5	10	12595.00	0.00	12595.00	5.7620	0.5825	5.3000	12595.0	35.7	OPTIMAL	0.0000	True	12752.0	-1.2312
dc126	8	10	50611.70	14.17	50597.00	68.4500	27.5050	28.5800	50597.0	235.2	OPTIMAL	0.0000	True	51239.0	-1.2530
dc134	2	10	3743.00	0.00	3743.00	17.2290	0.0540	17.1700	3743.0	12.8	OPTIMAL	0.0000	False	3743.0	0.0000
dc134	5	10	3743.00	0.00	3743.00	13.1570	0.0833	13.0700	3743.0	11.4	OPTIMAL	0.0000	False	3743.0	0.0000
dc134	8	10	3807.00	0.00	3807.00	6.1400	0.1645	5.8000	3807.0	23.0	OPTIMAL	0.0000	True	3821.0	-0.3664
dc176	2	10	5496.00	0.00	5496.00	47.9440	0.1508	47.7000	5495.0	137.8	OPTIMAL	0.0182	True	5561.0	-1.1689
dc176	5	10	5495.70	0.48	5495.00	39.5530	0.1785	39.1800	5495.0	111.6	OPTIMAL	0.0000	True	5561.0	-1.1868
dc176	8	10	5625.00	0.00	5625.00	34.3900	0.3556	33.6900	5625.0	71.6	OPTIMAL	0.0000	True	5715.0	-1.5748
dc188	2	10	4562.00	0.00	4562.00	84.3230	0.8743	83.5200	4562.0	51.0	OPTIMAL	0.0000	False	4599.0	-0.8045
dc188	5	10	4562.00	0.00	4562.00	70.5130	0.7157	69.3700	4562.0	36.3	OPTIMAL	0.0000	False	4599.0	-0.8045
dc188	8	10	4608.00	0.00	4608.00	20.8110	0.6118	20.1900	4608.0	90.8	OPTIMAL	0.0000	True	4653.0	-0.9671
ft53	2	10	2990.00	0.00	2990.00	0.1260	0.0052	0.1200	2990.0	1.8	OPTIMAL	0.0000	True	3026.0	-1.1897
ft53	5	10	3667.00	0.00	3667.00	0.2850	0.0108	0.2700	3667.0	3.3	OPTIMAL	0.0000	True	3721.0	-1.4512
ft53	8	10	5058.00	0.00	5058.00	0.8460	0.0107	0.8300	4936.0	3.2	OPTIMAL	2.4716	True	4959.0	1.9964
ft70	2	10	8161.00	0.00	8161.00	0.1470	0.0048	0.1400	8161.0	2.4	OPTIMAL	0.0000	True	15909.0	-48.7020
ft70	5	10	15787.00	0.00	15787.00	0.3700	0.0115	0.3500	15699.0	5.9	OPTIMAL	0.5605	True	25609.0	-38.3537
ft70	8	10	25211.60	52.49	25195.00	1.1780	0.0585	1.1400	25195.0	4.9	OPTIMAL	0.0000	True	25488.0	-1.1496
ftv100	2	10	1707.70	5.96	1692.00	20.3370	0.1288	20.1100	1669.0	8.3	OPTIMAL	1.3781	False	1669.0	1.3781
ftv100	5	10	1700.60	16.41	1685.00	21.5820	0.2435	21.2400	1669.0	7.9	OPTIMAL	0.9587	False	1669.0	0.9587
ftv100	8	10	1719.00	42.27	1673.00	18.4940	0.3492	18.1100	1669.0	6.7	OPTIMAL	0.2397	False	1669.0	0.2397
