instance	g	run	solution	time
crane316_17	5	6	5295685.00	113.99
crane316_17	5	7	5295685.00	114.31
crane316_17	5	8	5295685.00	114.52
crane316_17	5	9	5290389.00	114.98
crane316_17	5	10	5393190.00	114.48
crane316_17	8	1	9589071.00	548.49
crane316_17	8	2	9589071.00	547.63
crane316_17	8	3	9589071.00	546.20
crane316_17	8	4	9589071.00	541.59
crane316_17	8	5	9589071.00	545.69
crane316_17	8	6	9479532.00	544.02
crane316_17	8	7	9589071.00	547.32
crane316_17	8	8	9479532.00	547.86
crane316_17	8	9	9589071.00	543.47
crane316_17	8	10	9589071.00	546.22
crane316_18	2	1	2100206.00	35.81
crane316_18	2	2	2199202.00	35.97
crane316_18	2	3	2045475.00	36.58
crane316_18	2	4	2100206.00	36.22
crane316_18	2	5	2045475.00	36.99
crane316_18	2	6	2084510.00	36.07
crane316_18	2	7	2100206.00	35.95
crane316_18	2	8	2100206.00	35.93
crane316_18	2	9	2029246.00	35.55
crane316_18	2	10	2100206.00	36.13
crane316_18	5	1	5017403.00	96.13
crane316_18	5	2	5145777.00	96.37
crane316_18	5	3	5121439.00	96.58
crane316_18	5	4	5145777.00	96.62
crane316_18	5	5	5047402.00	93.82
crane316_18	5	6	5080207.00	92.91
crane316_18	5	7	5047402.00	94.50
crane316_18	5	8	5145777.00	97.02
crane316_18	5	9	5145777.00	95.42
crane316_18	5	10	5047402.00	93.31
crane316_18	8	1	8794100.00	479.16
crane316_18	8	2	8794100.00	482.37
crane316_18	8	3	8794100.00	486.73
crane316_18	8	4	8998658.00	468.92
crane316_18	8	5	8794100.00	481.69
crane316_18	8	6	8882899.00	477.98
crane316_18	8	7	8998658.00	468.90
crane316_18	8	8	8998658.00	469.59
crane316_18	8	9	8794100.00	481.22
crane316_18	8	10	8998658.00	465.97
crane316_19	2	1	1794484.00	25.35
crane316_19	2	2	1788005.00	25.19
crane316_19	2	3	1786294.00	25.48
crane316_19	2	4	1786294.00	25.57
crane316_19	2	5	1794484.00	25.28
crane316_19	2	6	1794484.00	25.47
crane316_19	2	7	1786294.00	25.30
crane316_19	2	8	1794484.00	25.27
crane316_19	2	9	1794484.00	25.67
crane316_19	2	10	1794484.00	25.29
crane316_19	5	1	4865260.00	83.52
crane316_19	5	2	4963778.00	80.51
crane316_19	5	3	4836726.00	81.31
crane316_19	5	4	4963778.00	80.08
crane316_19	5	5	4963778.00	80.86
crane316_19	5	6	4775255.00	83.13
crane316_19	5	7	4944796.00	80.71
crane316_19	5	8	4884276.00	82.29
crane316_19	5	9	4897107.00	81.75
crane316_19	5	10	4884276.00	82.16
crane316_19	8	1	8906105.00	428.92
crane316_19	8	2	8868899.00	500.78
crane316_19	8	3	8868899.00	494.56
crane316_19	8	4	8718553.00	496.68
crane316_19	8	5	8906105.00	430.13
crane316_19	8	6	8718553.00	496.67
crane316_19	8	7	8718553.00	494.24
crane316_19	8	8	8718553.00	493.28
crane316_19	8	9	8718553.00	488.21
crane316_19	8	10	8906105.00	426.80
crane66_0	2	1	1252494.00	0.39
crane66_0	2	2	1252494.00	0.37
crane66_0	2	3	1252494.00	0.36
crane66_0	2	4	1252494.00	0.39
crane66_0	2	5	1252494.00	0.39
crane66_0	2	6	1252494.00	0.39
crane66_0	2	7	1252494.00	0.39
crane66_0	2	8	1252494.00	0.38
crane66_0	2	9	1252494.00	0.39
crane66_0	2	10	1252494.00	0.38
crane66_0	5	1	2674525.00	0.89
crane66_0	5	2	2674525.00	0.89
crane66_0	5	3	2660174.00	0.90
crane66_0	5	4	2674525.00	0.88
crane66_0	5	5	2674525.00	0.90
crane66_0	5	6	2674525.00	0.91
crane66_0	5	7	2674525.00	0.91
crane66_0	5	8	2674525.00	0.91
crane66_0	5	9	2660174.00	0.92
crane66_0	5	10	2674525.00	0.91
crane66_0	8	1	4252796.00	1.17
crane66_0	8	2	4246344.00	1.19
crane66_0	8	3	4246344.00	1.20
crane66_0	8	4	4246344.00	1.19
crane66_0	8	5	4246344.00	1.19
crane66_0	8	6	4246344.00	1.17
crane66_0	8	7	4246344.00	1.18
crane66_0	8	8	4246344.00	1.20
crane66_0	8	9	4246344.00	1.18
crane66_0	8	10	4246344.00	1.21
crane66_1	2	1	961865.00	0.26
crane66_1	2	2	961865.00	0.26
crane66_1	2	3	961865.00	0.24
crane66_1	2	4	961865.00	0.27
crane66_1	2	5	961865.00	0.26
crane66_1	2	6	961865.00	0.27
crane66_1	2	7	961865.00	0.26
crane66_1	2	8	961865.00	0.26
crane66_1	2	9	961865.00	0.27
crane66_1	2	10	961865.00	0.26
crane66_1	5	1	2293644.00	0.59
crane66_1	5	2	2293644.00	0.61
crane66_1	5	3	2298031.00	0.60
crane66_1	5	4	2293644.00	0.61
crane66_1	5	5	2298031.00	0.59
crane66_1	5	6	2293644.00	0.61
crane66_1	5	7	2298031.00	0.60
crane66_1	5	8	2293644.00	0.61
crane66_1	5	9	2293644.00	0.61
crane66_1	5	10	2298031.00	0.60
crane66_1	8	1	4092692.00	1.09
crane66_1	8	2	4092692.00	1.11
crane66_1	8	3	4092692.00	1.09
crane66_1	8	4	4092692.00	1.11
crane66_1	8	5	4092692.00	1.11
crane66_1	8	6	4092692.00	1.12
crane66_1	8	7	4092692.00	1.12
crane66_1	8	8	4092692.00	1.10
crane66_1	8	9	4092692.00	1.12
crane66_1	8	10	4092692.00	1.10
crane66_2	2	1	1182704.00	0.25
crane66_2	2	2	1182704.00	0.24
crane66_2	2	3	1182704.00	0.24
crane66_2	2	4	1182704.00	0.24
crane66_2	2	5	1182704.00	0.24
crane66_2	2	6	1182704.00	0.24
crane66_2	2	7	1182704.00	0.24
crane66_2	2	8	1182704.00	0.24
crane66_2	2	9	1182704.00	0.24
crane66_2	2	10	1182704.00	0.24
crane66_2	5	1	2664846.00	0.65
crane66_2	5	2	2664846.00	0.62
crane66_2	5	3	2675980.00	0.65
crane66_2	5	4	2664846.00	0.65
crane66_2	5	5	2675980.00	0.65
crane66_2	5	6	2664846.00	0.61
crane66_2	5	7	2664846.00	0.63
crane66_2	5	8	2664846.00	0.62
crane66_2	5	9	2675980.00	0.65
crane66_2	5	10	2675980.00	0.65
crane66_2	8	1	4155820.00	1.57
crane66_2	8	2	4155820.00	1.54
crane66_2	8	3	4155820.00	1.52
crane66_2	8	4	4155820.00	1.55
crane66_2	8	5	4155820.00	1.56
crane66_2	8	6	4155820.00	1.54
crane66_2	8	7	4144910.00	1.55
crane66_2	8	8	4144910.00	1.53
crane66_2	8	9	4155820.00	1.55
crane66_2	8	10	4155820.00	1.56
dc112	2	1	3993.00	4.29
dc112	2	2	3993.00	4.30
dc112	2	3	3993.00	4.27
dc112	2	4	3993.00	4.31
dc112	2	5	3993.00	4.30
dc112	2	6	3993.00	4.30
dc112	2	7	3993.00	4.29
dc112	2	8	3993.00	4.30
dc112	2	9	3993.00	4.30
dc112	2	10	3993.00	4.31
dc112	5	1	4242.00	2.03
dc112	5	2	4242.00	2.05
dc112	5	3	4242.00	2.06
dc112	5	4	4242.00	2.03
dc112	5	5	4242.00	2.04
dc112	5	6	4242.00	2.04
dc112	5	7	4242.00	2.06
dc112	5	8	4242.00	2.06
dc112	5	9	4242.00	2.04
dc112	5	10	4242.00	2.08
dc112	8	1	6501.00	7.70
dc112	8	2	6501.00	7.92
dc112	8	3	6501.00	7.65
dc112	8	4	6501.00	7.95
dc112	8	5	6501.00	7.96
dc112	8	6	6501.00	7.68
dc112	8	7	6501.00	7.71
dc112	8	8	6501.00	7.78
dc112	8	9	6501.00	7.72
dc112	8	10	6501.00	7.79
dc126	2	1	6204.00	0.49
dc126	2	2	6204.00	0.49
dc126	2	3	6204.00	0.46
dc126	2	4	6204.00	0.47
dc126	2	5	6204.00	0.49
dc126	2	6	6204.00	0.48
dc126	2	7	6204.00	0.48
dc126	2	8	6204.00	0.47
dc126	2	9	6204.00	0.46
dc126	2	10	6204.00	0.49
dc126	5	1	12595.00	5.39
dc126	5	2	12595.00	5.34
dc126	5	3	12595.00	5.98
dc126	5	4	12595.00	5.35
dc126	5	5	12595.00	6.00
dc126	5	6	12595.00	5.59
dc126	5	7	12595.00	5.30
dc126	5	8	12595.00	6.04
dc126	5	9	12595.00	7.19
dc126	5	10	12595.00	5.44
dc126	8	1	50625.00	89.51
dc126	8	2	50625.00	89.79
dc126	8	3	50604.00	89.55
dc126	8	4	50625.00	89.49
dc126	8	5	50597.00	39.80
dc126	8	6	50625.00	89.63
dc126	8	7	50597.00	39.39
dc126	8	8	50597.00	39.03
dc126	8	9	50625.00	89.73
dc126	8	10	50597.00	28.58
dc134	2	1	3743.00	17.17
dc134	2	2	3743.00	17.22
dc134	2	3	3743.00	17.21
dc134	2	4	3743.00	17.19
dc134	2	5	3743.00	17.20
dc134	2	6	3743.00	17.25
dc134	2	7	3743.00	17.25
dc134	2	8	3743.00	17.36
dc134	2	9	3743.00	17.19
dc134	2	10	3743.00	17.25
dc134	5	1	3743.00	13.07
dc134	5	2	3743.00	13.22
dc134	5	3	3743.00	13.18
dc134	5	4	3743.00	13.08
dc134	5	5	3743.00	13.34
dc134	5	6	3743.00	13.17
dc134	5	7	3743.00	13.08
dc134	5	8	3743.00	13.17
dc134	5	9	3743.00	13.17
dc134	5	10	3743.00	13.09
dc134	8	1	3807.00	6.29
dc134	8	2	3807.00	6.25
dc134	8	3	3807.00	6.23
dc134	8	4	3807.00	5.91
dc134	8	5	3807.00	5.80
dc134	8	6	3807.00	6.22
dc134	8	7	3807.00	6.06
dc134	8	8	3807.00	6.18
dc134	8	9	3807.00	6.20
dc134	8	10	3807.00	6.26
dc176	2	1	5496.00	47.84
dc176	2	2	5496.00	47.89
dc176	2	3	5496.00	48.05
dc176	2	4	5496.00	47.70
dc176	2	5	5496.00	47.76
dc176	2	6	5496.00	48.11
dc176	2	7	5496.00	48.01
dc176	2	8	5496.00	47.90
dc176	2	9	5496.00	48.02
dc176	2	10	5496.00	48.16
dc176	5	1	5495.00	39.45
dc176	5	2	5496.00	39.54
dc176	5	3	5496.00	39.74
dc176	5	4	5496.00	39.58
dc176	5	5	5496.00	39.55
dc176	5	6	5495.00	39.56
dc176	5	7	5495.00	39.83
dc176	5	8	5496.00	39.66
dc176	5	9	5496.00	39.44
dc176	5	10	5496.00	39.18
dc176	8	1	5625.00	34.33
dc176	8	2	5625.00	33.69
dc176	8	3	5625.00	34.46
dc176	8	4	5625.00	34.04
dc176	8	5	5625.00	34.58
dc176	8	6	5625.00	34.89
dc176	8	7	5625.00	34.16
dc176	8	8	5625.00	34.61
dc176	8	9	5625.00	34.39
dc176	8	10	5625.00	34.75
dc188	2	1	4562.00	84.10
dc188	2	2	4562.00	83.69
dc188	2	3	4562.00	83.52
dc188	2	4	4562.00	86.44
dc188	2	5	4562.00	84.62
dc188	2	6	4562.00	83.56
dc188	2	7	4562.00	83.96
dc188	2	8	4562.00	84.49
dc188	2	9	4562.00	84.90
dc188	2	10	4562.00	83.95
dc188	5	1	4562.00	70.74
dc188	5	2	4562.00	70.95
dc188	5	3	4562.00	69.93
dc188	5	4	4562.00	71.61
dc188	5	5	4562.00	69.55
dc188	5	6	4562.00	71.00
dc188	5	7	4562.00	69.37
dc188	5	8	4562.00	70.56
dc188	5	9	4562.00	71.08
dc188	5	10	4562.00	70.34
dc188	8	1	4608.00	21.07
dc188	8	2	4608.00	20.39
dc188	8	3	4608.00	20.53
dc188	8	4	4608.00	20.72
dc188	8	5	4608.00	20.58
dc188	8	6	4608.00	20.41
dc188	8	7	4608.00	21.88
dc188	8	8	4608.00	20.45
dc188	8	9	4608.00	20.19
dc188	8	10	4608.00	21.89
ft53	2	1	2990.00	0.12
ft53	2	2	2990.00	0.13
ft53	2	3	2990.00	0.13
ft53	2	4	2990.00	0.12
ft53	2	5	2990.00	0.12
ft53	2	6	2990.00	0.13
ft53	2	7	2990.00	0.13
ft53	2	8	2990.00	0.13
ft53	2	9	2990.00	0.13
ft53	2	10	2990.00	0.12
ft53	5	1	3667.00	0.29
ft53	5	2	3667.00	0.30
ft53	5	3	3667.00	0.29
ft53	5	4	3667.00	0.29
ft53	5	5	3667.00	0.27
ft53	5	6	3667.00	0.29
ft53	5	7	3667.00	0.27
ft53	5	8	3667.00	0.29
ft53	5	9	3667.00	0.29
ft53	5	10	3667.00	0.27
ft53	8	1	5058.00	0.83
ft53	8	2	5058.00	0.86
ft53	8	3	5058.00	0.83
ft53	8	4	5058.00	0.84
ft53	8	5	5058.00	0.85
ft53	8	6	5058.00	0.85
ft53	8	7	5058.00	0.86
ft53	8	8	5058.00	0.85
ft53	8	9	5058.00	0.84
ft53	8	10	5058.00	0.85
ft70	2	1	8161.00	0.14
ft70	2	2	8161.00	0.15
ft70	2	3	8161.00	0.15
ft70	2	4	8161.00	0.14
ft70	2	5	8161.00	0.15
ft70	2	6	8161.00	0.14
ft70	2	7	8161.00	0.15
ft70	2	8	8161.00	0.15
ft70	2	9	8161.00	0.15
ft70	2	10	8161.00	0.15
ft70	5	1	15787.00	0.39
ft70	5	2	15787.00	0.35
ft70	5	3	15787.00	0.37
ft70	5	4	15787.00	0.37
ft70	5	5	15787.00	0.37
ft70	5	6	15787.00	0.38
ft70	5	7	15787.00	0.36
ft70	5	8	15787.00	0.37
ft70	5	9	15787.00	0.36
ft70	5	10	15787.00	0.38
ft70	8	1	25195.00	1.15
ft70	8	2	25361.00	1.34
ft70	8	3	25195.00	1.14
ft70	8	4	25195.00	1.15
ft70	8	5	25195.00	1.16
ft70	8	6	25195.00	1.16
ft70	8	7	25195.00	1.16
ft70	8	8	25195.00	1.17
ft70	8	9	25195.00	1.16
ft70	8	10	25195.00	1.19
ftv100	2	1	1707.00	20.47
ftv100	2	2	1707.00	20.32
ftv100	2	3	1711.00	20.28
ftv100	2	4	1711.00	20.46
ftv100	2	5	1692.00	20.36
ftv100	2	6	1711.00	20.40
ftv100	2	7	1711.00	20.47
ftv100	2	8	1711.00	20.11
ftv100	2	9	1705.00	20.14
ftv100	2	10	1711.00	20.36
ftv100	5	1	1685.00	21.58
ftv100	5	2	1728.00	21.90
ftv100	5	3	1728.00	21.92
ftv100	5	4	1696.00	21.24
ftv100	5	5	1685.00	21.64
ftv100	5	6	1711.00	21.62
ftv100	5	7	1685.00	21.81
ftv100	5	8	1696.00	21.34
ftv100	5	9	1696.00	21.32
ftv100	5	10	1696.00	21.45
ftv100	8	1	1673.00	18.64
ftv100	8	2	1763.00	19.12
ftv100	8	3	1724.00	18.23
ftv100	8	4	1763.00	19.05
ftv100	8	5	1724.00	18.45
ftv100	8	6	1762.00	18.11
ftv100	8	7	1673.00	18.34
ftv100	8	8	1762.00	18.16
ftv100	8	9	1673.00	18.49
ftv100	8	10	1673.00	18.35
ftv110	2	1	1922.00	21.99
ftv110	2	2	1957.00	23.31
ftv110	2	3	1963.00	22.16
ftv110	2	4	1963.00	22.26
ftv110	2	5	1963.00	22.45
ftv110	2	6	1963.00	22.08
ftv110	2	7	1922.00	21.98
ftv110	2	8	1963.00	22.16
ftv110	2	9	1963.00	22.44
ftv110	2	10	1957.00	23.18
ftv110	5	1	1965.00	29.57
ftv110	5	2	1932.00	29.46
ftv110	5	3	1965.00	29.40
ftv110	5	4	1965.00	29.67
ftv110	5	5	1965.00	29.41
ftv110	5	6	1954.00	28.08
ftv110	5	7	1965.00	29.09
ftv110	5	8	1969.00	27.33
ftv110	5	9	1965.00	29.26
ftv110	5	10	1965.00	29.30
ftv110	8	1	2010.00	27.11
ftv110	8	2	2018.00	27.26
ftv110	8	3	2018.00	27.27
ftv110	8	4	2046.00	28.25
ftv110	8	5	2046.00	28.53
ftv110	8	6	2018.00	26.91
ftv110	8	7	2017.00	29.01
ftv110	8	8	2018.00	26.81
ftv110	8	9	2018.00	27.14
ftv110	8	10	2046.00	28.24
ftv120	2	1	2081.00	33.27
ftv120	2	2	1991.00	33.71
ftv120	2	3	1991.00	33.70
ftv120	2	4	1991.00	33.38
ftv120	2	5	2050.00	33.31
ftv120	2	6	1991.00	33.57
ftv120	2	7	1991.00	33.72
ftv120	2	8	2050.00	33.40
ftv120	2	9	1991.00	33.46
ftv120	2	10	1991.00	33.58
ftv120	5	1	2054.00	36.02
ftv120	5	2	2072.00	37.09
ftv120	5	3	2072.00	36.91
ftv120	5	4	2055.00	37.01
ftv120	5	5	2055.00	37.07
ftv120	5	6	2072.00	36.98
ftv120	5	7	2036.00	36.33
ftv120	5	8	2072.00	37.47
ftv120	5	9	2054.00	36.06
ftv120	5	10	2055.00	36.92
ftv120	8	1	2088.00	28.47
ftv120	8	2	2088.00	28.67
ftv120	8	3	2088.00	28.56
ftv120	8	4	2088.00	28.59
ftv120	8	5	2118.00	29.05
ftv120	8	6	2138.00	29.01
ftv120	8	7	2088.00	28.43
ftv120	8	8	2139.00	29.38
ftv120	8	9	2138.00	28.42
ftv120	8	10	2088.00	28.23
ftv130	2	1	2292.00	40.99
ftv130	2	2	2292.00	41.42
ftv130	2	3	2291.00	42.33
ftv130	2	4	2292.00	41.14
ftv130	2	5	2291.00	42.25
ftv130	2	6	2292.00	40.93
ftv130	2	7	2291.00	42.29
ftv130	2	8	2221.00	41.36
ftv130	2	9	2291.00	42.06
ftv130	2	10	2292.00	41.26
ftv130	5	1	2334.00	49.81
ftv130	5	2	2309.00	49.78
ftv130	5	3	2164.00	50.19
ftv130	5	4	2323.00	50.16
ftv130	5	5	2334.00	49.83
ftv130	5	6	2278.00	49.81
ftv130	5	7	2288.00	51.03
ftv130	5	8	2334.00	49.85
ftv130	5	9	2300.00	50.62
ftv130	5	10	2278.00	49.59
ftv130	8	1	2360.00	35.23
ftv130	8	2	2354.00	35.31
ftv130	8	3	2354.00	35.55
ftv130	8	4	2300.00	35.73
ftv130	8	5	2346.00	36.64
ftv130	8	6	2362.00	35.39
ftv130	8	7	2300.00	35.83
ftv130	8	8	2362.00	35.04
ftv130	8	9	2300.00	35.16
ftv130	8	10	2362.00	35.55
ftv140	2	1	2395.00	60.43
ftv140	2	2	2328.00	60.09
ftv140	2	3	2328.00	59.81
ftv140	2	4	2426.00	59.99
ftv140	2	5	2328.00	60.02
ftv140	2	6	2328.00	60.41
ftv140	2	7	2328.00	60.36
ftv140	2	8	2328.00	60.07
ftv140	2	9	2328.00	60.42
ftv140	2	10	2328.00	59.87
ftv140	5	1	2381.00	69.11
ftv140	5	2	2435.00	70.20
ftv140	5	3	2437.00	70.53
ftv140	5	4	2400.00	69.34
ftv140	5	5	2400.00	69.10
ftv140	5	6	2381.00	69.41
ftv140	5	7	2437.00	70.46
ftv140	5	8	2429.00	70.00
ftv140	5	9	2437.00	70.81
ftv140	5	10	2362.00	69.88
ftv140	8	1	2480.00	56.97
ftv140	8	2	2434.00	57.47
ftv140	8	3	2432.00	59.44
ftv140	8	4	2434.00	57.64
ftv140	8	5	2422.00	56.95
ftv140	8	6	2473.00	61.53
ftv140	8	7	2451.00	57.08
ftv140	8	8	2434.00	57.47
ftv140	8	9	2480.00	56.50
ftv140	8	10	2432.00	58.98
ftv150	2	1	2719.00	78.18
ftv150	2	2	2742.00	77.87
ftv150	2	3	2742.00	77.97
ftv150	2	4	2724.00	78.24
ftv150	2	5	2742.00	77.86
ftv150	2	6	2724.00	78.14
ftv150	2	7	2742.00	78.30
ftv150	2	8	2724.00	77.71
ftv150	2	9	2719.00	77.05
ftv150	2	10	2742.00	78.30
ftv150	5	1	2689.00	95.24
ftv150	5	2	2714.00	93.96
ftv150	5	3	2733.00	91.76
ftv150	5	4	2733.00	93.03
ftv150	5	5	2733.00	92.18
ftv150	5	6	2733.00	91.85
ftv150	5	7	2733.00	92.66
ftv150	5	8	2714.00	93.62
ftv150	5	9	2733.00	92.19
ftv150	5	10	2714.00	93.48
ftv150	8	1	2778.00	86.76
ftv150	8	2	2803.00	88.06
ftv150	8	3	2792.00	88.13
ftv150	8	4	2768.00	94.05
ftv150	8	5	2778.00	87.41
ftv150	8	6	2732.00	90.05
ftv150	8	7	2692.00	86.33
ftv150	8	8	2712.00	91.11
ftv150	8	9	2723.00	87.69
ftv150	8	10	2768.00	88.33
ftv160	2	1	2674.00	96.52
ftv160	2	2	2674.00	97.12
ftv160	2	3	2674.00	96.54
ftv160	2	4	2674.00	95.44
ftv160	2	5	2674.00	96.69
ftv160	2	6	2758.00	93.85
ftv160	2	7	2674.00	96.42
ftv160	2	8	2758.00	93.69
ftv160	2	9	2674.00	96.09
ftv160	2	10	2662.00	93.69
ftv160	5	1	2691.00	111.38
ftv160	5	2	2736.00	110.15
ftv160	5	3	2728.00	111.87
ftv160	5	4	2655.00	109.46
ftv160	5	5	2736.00	110.77
ftv160	5	6	2736.00	110.42
ftv160	5	7	2691.00	110.79
ftv160	5	8	2669.00	111.58
ftv160	5	9	2691.00	111.05
ftv160	5	10	2702.00	109.99
ftv160	8	1	2721.00	101.02
ftv160	8	2	2765.00	98.18
ftv160	8	3	2721.00	100.67
ftv160	8	4	2793.00	98.89
ftv160	8	5	2822.00	97.70
ftv160	8	6	2765.00	97.88
ftv160	8	7	2793.00	99.23
ftv160	8	8	2793.00	98.63
ftv160	8	9	2765.00	98.82
ftv160	8	10	2721.00	101.42
ftv170	2	1	2876.00	124.40
ftv170	2	2	2933.00	125.55
ftv170	2	3	2933.00	124.70
ftv170	2	4	2881.00	123.38
ftv170	2	5	2813.00	124.13
ftv170	2	6	2933.00	126.34
ftv170	2	7	2933.00	124.90
ftv170	2	8	2899.00	124.46
ftv170	2	9	2876.00	125.36
ftv170	2	10	2926.00	125.04
ftv170	5	1	2932.00	150.39
ftv170	5	2	2932.00	149.08
ftv170	5	3	2831.00	151.13
ftv170	5	4	2970.00	152.28
ftv170	5	5	2932.00	150.55
ftv170	5	6	2932.00	149.20
ftv170	5	7	2932.00	150.41
ftv170	5	8	2932.00	150.18
ftv170	5	9	2960.00	152.46
ftv170	5	10	2932.00	150.24
ftv170	8	1	3003.00	131.92
ftv170	8	2	2679.00	132.23
ftv170	8	3	2949.00	130.33
ftv170	8	4	3003.00	131.70
ftv170	8	5	3003.00	131.36
ftv170	8	6	2767.00	131.44
ftv170	8	7	3003.00	132.54
ftv170	8	8	3003.00	132.35
ftv170	8	9	3035.00	133.73
ftv170	8	10	3003.00	130.86
ftv33	2	1	1083.00	0.16
ftv33	2	2	1083.00	0.18
ftv33	2	3	1083.00	0.17
ftv33	2	4	1083.00	0.18
ftv33	2	5	1083.00	0.16
ftv33	2	6	1083.00	0.17
ftv33	2	7	1083.00	0.18
ftv33	2	8	1083.00	0.18
ftv33	2	9	1083.00	0.17
ftv33	2	10	1083.00	0.17
ftv33	5	1	1083.00	0.20
ftv33	5	2	1083.00	0.20
ftv33	5	3	1083.00	0.20
ftv33	5	4	1083.00	0.20
ftv33	5	5	1083.00	0.18
ftv33	5	6	1083.00	0.21
ftv33	5	7	1083.00	0.20
ftv33	5	8	1083.00	0.20
ftv33	5	9	1083.00	0.20
ftv33	5	10	1083.00	0.20
ftv33	8	1	1228.00	0.30
ftv33	8	2	1228.00	0.30
ftv33	8	3	1228.00	0.30
ftv33	8	4	1228.00	0.28
ftv33	8	5	1228.00	0.30
ftv33	8	6	1228.00	0.30
ftv33	8	7	1228.00	0.28
ftv33	8	8	1228.00	0.30
ftv33	8	9	1228.00	0.30
ftv33	8	10	1228.00	0.30
ftv35	2	1	1161.00	0.18
ftv35	2	2	1166.00	0.18
ftv35	2	3	1161.00	0.18
ftv35	2	4	1161.00	0.18
ftv35	2	5	1161.00	0.19
ftv35	2	6	1161.00	0.18
ftv35	2	7	1161.00	0.18
ftv35	2	8	1161.00	0.18
ftv35	2	9	1166.00	0.18
ftv35	2	10	1161.00	0.18
ftv35	5	1	1161.00	0.23
ftv35	5	2	1161.00	0.21
ftv35	5	3	1161.00	0.23
ftv35	5	4	1161.00	0.23
ftv35	5	5	1161.00	0.23
ftv35	5	6	1161.00	0.21
ftv35	5	7	1161.00	0.23
ftv35	5	8	1161.00	0.23
ftv35	5	9	1161.00	0.23
ftv35	5	10	1161.00	0.23
ftv35	8	1	1189.00	0.16
ftv35	8	2	1189.00	0.16
ftv35	8	3	1189.00	0.16
ftv35	8	4	1189.00	0.15
ftv35	8	5	1189.00	0.16
ftv35	8	6	1189.00	0.15
ftv35	8	7	1189.00	0.16
ftv35	8	8	1189.00	0.16
ftv35	8	9	1189.00	0.16
ftv35	8	10	1189.00	0.15
ftv38	2	1	1185.00	0.32
ftv38	2	2	1185.00	0.32
ftv38	2	3	1185.00	0.33
ftv38	2	4	1185.00	0.33
ftv38	2	5	1185.00	0.33
ftv38	2	6	1185.00	0.32
ftv38	2	7	1185.00	0.32
ftv38	2	8	1185.00	0.31
ftv38	2	9	1185.00	0.32
ftv38	2	10	1185.00	0.32
ftv38	5	1	1185.00	0.25
ftv38	5	2	1185.00	0.27
ftv38	5	3	1185.00	0.25
ftv38	5	4	1185.00	0.28
ftv38	5	5	1185.00	0.27
ftv38	5	6	1185.00	0.27
ftv38	5	7	1185.00	0.27
ftv38	5	8	1185.00	0.27
ftv38	5	9	1185.00	0.27
ftv38	5	10	1185.00	0.26
ftv38	8	1	1239.00	0.30
ftv38	8	2	1239.00	0.30
ftv38	8	3	1239.00	0.29
ftv38	8	4	1239.00	0.30
ftv38	8	5	1239.00	0.30
ftv38	8	6	1239.00	0.29
ftv38	8	7	1239.00	0.30
ftv38	8	8	1239.00	0.28
ftv38	8	9	1239.00	0.30
ftv38	8	10	1239.00	0.30
ftv44	2	1	1274.00	0.43
ftv44	2	2	1274.00	0.43
ftv44	2	3	1274.00	0.43
ftv44	2	4	1274.00	0.43
ftv44	2	5	1274.00	0.43
ftv44	2	6	1269.00	0.43
ftv44	2	7	1274.00	0.42
ftv44	2	8	1274.00	0.43
ftv44	2	9	1274.00	0.43
ftv44	2	10	1274.00	0.43
ftv44	5	1	1269.00	0.54
ftv44	5	2	1272.00	0.54
ftv44	5	3	1269.00	0.54
ftv44	5	4	1269.00	0.52
ftv44	5	5	1269.00	0.54
ftv44	5	6	1269.00	0.56
ftv44	5	7	1269.00	0.52
ftv44	5	8	1272.00	0.55
ftv44	5	9	1269.00	0.52
ftv44	5	10	1269.00	0.54
ftv44	8	1	1312.00	0.52
ftv44	8	2	1312.00	0.52
ftv44	8	3	1312.00	0.52
ftv44	8	4	1312.00	0.53
ftv44	8	5	1312.00	0.50
ftv44	8	6	1312.00	0.51
ftv44	8	7	1312.00	0.52
ftv44	8	8	1312.00	0.51
ftv44	8	9	1312.00	0.53
ftv44	8	10	1312.00	0.51
ftv47	2	1	1415.00	0.48
ftv47	2	2	1415.00	0.46
ftv47	2	3	1415.00	0.46
ftv47	2	4	1415.00	0.46
ftv47	2	5	1415.00	0.47
ftv47	2	6	1415.00	0.45
ftv47	2	7	1415.00	0.46
ftv47	2	8	1415.00	0.45
ftv47	2	9	1415.00	0.44
ftv47	2	10	1415.00	0.47
ftv47	5	1	1421.00	0.58
ftv47	5	2	1421.00	0.57
ftv47	5	3	1421.00	0.58
ftv47	5	4	1421.00	0.57
ftv47	5	5	1421.00	0.57
ftv47	5	6	1421.00	0.58
ftv47	5	7	1421.00	0.57
ftv47	5	8	1421.00	0.60
ftv47	5	9	1421.00	0.57
ftv47	5	10	1421.00	0.58
ftv47	8	1	1461.00	0.55
ftv47	8	2	1461.00	0.55
ftv47	8	3	1461.00	0.56
ftv47	8	4	1461.00	0.54
ftv47	8	5	1461.00	0.55
ftv47	8	6	1461.00	0.54
ftv47	8	7	1461.00	0.53
ftv47	8	8	1461.00	0.55
ftv47	8	9	1461.00	0.55
ftv47	8	10	1485.00	0.54
ftv55	2	1	1568.00	1.48
ftv55	2	2	1586.00	1.49
ftv55	2	3	1586.00	1.48
ftv55	2	4	1581.00	1.51
ftv55	2	5	1581.00	1.50
ftv55	2	6	1568.00	1.51
