instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
crane100_1	8	10	4985579.80	24788.46	4977741.00	23.1230	0.1497	22.8000	4696089.0	31.2	OPTIMAL	6.1645	True	4734596.0	5.3011
crane100_2	2	10	1318394.00	0.00	1318394.00	5.3510	0.0387	5.2800	1318394.0	44.0	OPTIMAL	0.0000	True	1330918.0	-0.9410
crane100_2	5	10	3158775.60	35935.41	3097154.00	10.4420	0.1527	10.0900	2843409.0	24.3	OPTIMAL	11.0911	True	2880373.0	9.6655
crane100_2	8	10	5428620.60	22257.26	5402760.00	23.2600	0.0579	23.1800	5020301.0	60.1	OPTIMAL	8.1334	True	5101127.0	6.4200
crane100_3	2	10	1623586.00	0.00	1623586.00	6.0290	0.0363	5.9800	1378011.0	77.4	OPTIMAL	17.8210	True	1383523.0	17.3516
crane100_3	5	10	3034582.00	0.00	3034582.00	14.2830	0.1418	14.1600	2751209.0	37.2	OPTIMAL	10.2999	True	2791376.0	8.7128
crane100_3	8	10	4971575.70	21244.22	4935485.00	26.4700	0.1238	26.2500	4623169.0	25.1	OPTIMAL	7.5361	False	4701300.0	5.7490
crane100_4	2	10	1185142.00	0.00	1185142.00	5.5550	0.0670	5.4900	1203034.0	17.6	OPTIMAL	-1.4872	True	1214944.0	-2.4530
crane100_4	5	10	3124779.40	2423.57	3124013.00	10.2570	0.0972	10.1500	2929798.0	49.9	OPTIMAL	6.6551	True	2967592.0	5.2968
crane100_4	8	10	5385035.00	635.62	5383226.00	27.5700	1.7591	26.3600	4984399.0	69.3	OPTIMAL	8.0378	True	5066143.0	6.2946
crane100_5	2	10	1363004.60	5406.23	1361295.00	6.9420	0.0600	6.8400	1211265.0	48.3	OPTIMAL	12.5274	True	1223983.0	11.3581
crane100_5	5	10	3184306.90	25893.64	3123771.00	13.1290	0.0978	13.0300	2756499.0	18.6	OPTIMAL	15.5200	True	2756499.0	15.5200
crane100_5	8	10	5811347.00	0.00	5811347.00	29.5210	0.1422	29.3200	5156564.0	28.3	OPTIMAL	12.6980	False	5181831.0	12.1485
crane100_6	2	10	1026234.00	0.00	1026234.00	5.5820	0.0598	5.5200	1026234.0	33.3	OPTIMAL	0.0000	True	1026234.0	0.0000
crane100_6	5	10	2500063.30	25787.87	2472668.00	11.3020	0.0653	11.2000	2307968.0	19.5	OPTIMAL	8.3231	True	2318584.0	7.8272
crane100_6	8	10	4628477.00	0.00	4628477.00	25.6630	0.1355	25.3500	4107742.0	10.7	OPTIMAL	12.6769	False	4138550.0	11.8381
crane100_7	2	10	1396723.70	2967.17	1388279.00	5.8760	0.0493	5.8300	1240795.0	30.6	OPTIMAL	12.5668	True	1240795.0	12.5668
crane100_7	5	10	2856821.50	5864.44	2840131.00	10.9090	0.0637	10.8300	2626015.0	13.8	OPTIMAL	8.7892	True	2626015.0	8.7892
crane100_7	8	10	4849321.10	22619.46	4784945.00	23.7020	0.1715	23.5100	4452800.0	10.4	OPTIMAL	8.9050	False	4492429.0	7.9443
crane100_8	2	10	1561144.60	15205.50	1517869.00	5.7840	0.0465	5.7300	1408021.8	55.1	OPTIMAL	10.8750	True	1426185.0	9.4630
crane100_8	5	10	3209862.70	27373.26	3188001.00	11.2790	0.1825	11.0800	3056879.0	19.3	OPTIMAL	5.0046	True	3100592.0	3.5242
crane100_8	8	10	5338595.40	9635.47	5327400.00	28.5090	0.2583	28.0900	4819808.0	9.5	OPTIMAL	10.7637	False	4891623.0	9.1375
