instance	g	runs	mean_solution	std_solution	best_solution	mean_time	std_time	best_time	gurobi_solution	gurobi_time	gurobi_status	gap_gurobi_percent	faster_than_gurobi	UB	gap_UB_percent
rbg403	8	3	2097.00	0.00	2097.00	20131.9367	43.6845	20095.2700	2054.0	53.4	OPTIMAL	2.0935	False	2092.0	0.2390
rbg443	2	3	2442.00	0.00	2442.00	30819.5267	100.2000	30719.3600	2370.0	74.0	OPTIMAL	3.0380	False	2401.0	1.7076
rbg443	5	3	2451.00	0.00	2451.00	30761.7967	152.8235	30628.4600	2370.0	57.7	OPTIMAL	3.4177	False	2401.0	2.0825
rbg443	8	3	2413.00	0.00	2413.00	31207.7400	300.0000	30907.7400	2370.0	61.4	OPTIMAL	1.8143	False	2401.0	0.4998
ry48p	2	10	4426.00	0.00	4426.00	0.6600	0.0216	0.6400	4426.0	4.9	OPTIMAL	0.0000	True	4430.0	-0.0903
ry48p	5	10	5983.00	0.00	5983.00	1.2010	0.1031	0.9100	5960.0	2.2	OPTIMAL	0.3859	True	5980.0	0.0502
ry48p	8	10	9555.00	0.00	9555.00	2.7370	0.0287	2.7100	9461.0	4.0	OPTIMAL	0.9936	True	9471.0	0.8869
stilt100_0	2	10	2500962.00	0.00	2500962.00	8.4990	0.0836	8.3300	2500962.0	158.8	OPTIMAL	0.0000	True	2511966.0	-0.4381
stilt100_0	5	10	6134158.00	0.00	6134158.00	15.2980	0.0522	15.2100	5776645.0	161.5	OPTIMAL	6.1889	True	5837877.0	5.0751
stilt100_0	8	10	10811550.20	23287.43	10800504.00	36.3580	0.9122	34.5300	10123158.0	139.0	OPTIMAL	6.8002	True	10300313.0	4.9633
stilt100_1	2	10	2770087.00	0.00	2770087.00	6.7590	0.0633	6.6000	2645205.0	484.0	OPTIMAL	4.7211	True	2672450.0	3.6535
stilt100_1	5	10	6132967.60	77402.01	6060291.00	12.2100	0.1210	12.0900	5820711.0	91.0	OPTIMAL	5.3646	True	5877753.0	4.3420
stilt100_1	8	10	11063088.60	36291.56	10959801.00	27.7410	0.5017	27.4800	10049555.0	62.1	OPTIMAL	10.0854	True	10233461.0	8.1070
stilt100_2	2	10	3144702.00	0.00	3144702.00	6.3340	0.0544	6.2800	2654301.0	139.6	OPTIMAL	18.4757	True	2682171.0	17.2446
stilt100_2	5	10	6215166.80	28189.12	6182414.00	11.9890	0.0795	11.8700	5825292.0	69.1	OPTIMAL	6.6928	True	5912671.0	5.1161
stilt100_2	8	10	10222260.00	0.00	10222260.00	30.9810	0.1565	30.7700	9619360.0	15.6	OPTIMAL	6.2676	False	9776155.0	4.5632
stilt100_3	2	10	3485139.00	0.00	3485139.00	6.2390	0.0256	6.1900	3327310.0	1271.3	OPTIMAL	4.7434	True	3361248.0	3.6859
stilt100_3	5	10	6582580.80	1697.51	6579360.00	18.0510	0.0899	17.9100	6395529.0	426.0	OPTIMAL	2.9247	True	6479310.0	1.5939
stilt100_3	8	10	10471167.80	68693.53	10340831.00	31.2270	0.2183	30.9500	9911305.9	53.6	OPTIMAL	5.6487	True	10038170.0	4.3135
stilt100_4	2	10	2674644.00	0.00	2674644.00	7.9180	0.0832	7.6900	2662325.0	82.9	OPTIMAL	0.4627	True	2671643.0	0.1123
stilt100_4	5	10	6152243.70	358.29	6151224.00	15.1510	0.0657	15.0400	5872971.0	26.9	OPTIMAL	4.7552	True	5908208.0	4.1305
stilt100_4	8	10	11366038.20	62393.42	11247655.00	33.7470	0.5723	32.6900	10235892.0	38.6	OPTIMAL	11.0410	True	10332109.0	10.0070
stilt100_5	2	10	2511776.00	0.00	2511776.00	6.9140	0.0704	6.7800	2469070.0	77.9	OPTIMAL	1.7296	True	2485118.0	1.0727
stilt100_5	5	10	6754898.10	2703.43	6747204.00	16.0790	0.1227	15.7500	6361876.0	2011.5	OPTIMAL	6.1778	True	6478185.0	4.2715
stilt100_5	8	10	10871124.60	197701.26	10464341.00	36.3930	0.3368	35.8800	10116440.0	28.9	OPTIMAL	7.4600	False	10306629.0	5.4770
stilt100_6	2	10	2793186.00	0.00	2793186.00	6.9960	0.0232	6.9600	2722457.0	508.8	OPTIMAL	2.5980	True	2752676.0	1.4717
stilt100_6	5	10	5528407.30	6601.89	5509618.00	13.9040	0.1528	13.7700	5412361.0	32.1	OPTIMAL	2.1441	True	5476226.0	0.9529
stilt100_6	8	10	9995726.00	0.00	9995726.00	25.9880	0.1621	25.8000	9296061.0	29.6	OPTIMAL	7.5265	True	9414120.0	6.1780
stilt100_7	2	10	3185244.00	0.00	3185244.00	8.2140	0.1162	8.0900	3088358.0	3374.5	OPTIMAL	3.1371	True	3097931.0	2.8184
stilt100_7	5	10	6168995.10	51867.01	6085162.00	15.0220	0.1649	14.8200	5904767.0	176.8	OPTIMAL	4.4748	True	5935471.0	3.9344
stilt100_7	8	10	11069003.10	22799.71	11004114.00	42.4370	2.8783	41.1700	10386931.0	196.4	OPTIMAL	6.5666	True	10451329.0	5.9100
stilt100_8	2	10	2764351.00	0.00	2764351.00	7.2760	0.4936	6.9700	2752703.0	1577.2	OPTIMAL	0.4231	True	2765915.0	-0.0565
stilt100_8	5	10	6015264.00	0.00	6015264.00	17.7550	1.5755	14.7200	5649254.0	41.1	OPTIMAL	6.4789	True	5699532.0	5.5396
stilt100_8	8	10	10149584.00	0.00	10149584.00	41.1440	1.3172	39.7300	9626836.0	25.0	OPTIMAL	5.4301	False	9737544.0	4.2315
stilt100_9	2	10	2505204.00	0.00	2505204.00	6.6420	0.0297	6.6000	2505204.0	78.4	OPTIMAL	0.0000	True	2529003.0	-0.9410
stilt100_9	5	10	6327543.00	26844.58	6251142.00	15.5650	0.1775	15.4400	5933627.0	2204.8	OPTIMAL	6.6387	True	6006610.0	5.3430
stilt100_9	8	10	10718963.00	0.00	10718963.00	39.1110	0.3954	38.8400	10008040.0	34.0	OPTIMAL	7.1035	False	10166167.0	5.4376
stilt316_10	2	10	4887725.00	0.00	4887725.00	243.9710	11.7558	236.8600	4181041.0	3600.1	TIME_LIMIT	16.9021	True	4259818.0	14.7402
stilt316_10	5	10	11341032.40	37570.17	11256506.00	801.8420	4.4079	791.0800	9489595.0	3600.2	TIME_LIMIT	19.5102	True	9698770.0	16.9327
stilt316_10	8	10	19827781.80	56.29	19827764.00	2497.0910	7.6137	2484.1900	16947870.9	3600.1	TIME_LIMIT	16.9928	True	17928414.0	10.5942
stilt316_11	2	10	4772650.90	113987.72	4607467.00	176.6550	0.3525	176.1600	3980542.0	3600.1	TIME_LIMIT	19.8995	True	4026716.0	18.5246
stilt316_11	5	10	12101585.60	119016.26	12009396.00	736.6140	1.5403	734.3300	10183413.0	3600.1	TIME_LIMIT	18.8362	True	11182455.0	8.2194
stilt316_11	8	10	19239970.80	135531.43	19197112.00	2041.3570	16.0898	1997.0800	17335188.0	3600.1	TIME_LIMIT	10.9880	True	19059822.0	0.9452
stilt316_12	2	10	4463084.20	147001.92	4349217.00	178.5320	1.2348	177.0500	4017569.0	3600.1	TIME_LIMIT	11.0892	True	4092856.0	9.0457
stilt316_12	5	10	11984389.70	131592.06	11761141.00	921.5490	5.4520	913.4900	10037273.0	3600.1	TIME_LIMIT	19.3989	True	11140562.0	7.5744
stilt316_12	8	10	19600429.40	148265.14	19508348.00	2633.9310	4.1684	2626.8200	16902615.0	3600.2	TIME_LIMIT	15.9609	True	18612615.0	5.3072
stilt316_13	2	10	4834468.60	48652.38	4729732.00	248.2060	1.3926	246.6600	4448687.0	3600.1	TIME_LIMIT	8.6718	True	4588059.0	5.3707
stilt316_13	5	10	11559060.10	39883.10	11494191.00	743.5370	4.1798	738.0400	9708041.0	3600.0	TIME_LIMIT	19.0669	True	10581816.0	9.2351
stilt316_13	8	10	19464311.80	41559.29	19346032.00	2209.6870	4.5261	2204.8900	17686421.0	3600.1	TIME_LIMIT	10.0523	True	18244999.0	6.6830
stilt316_14	2	10	4271282.00	13703.20	4264782.00	197.3280	0.5843	196.6500	3768192.0	3600.0	TIME_LIMIT	13.3510	True	3882977.0	10.0002
stilt316_14	5	10	11224275.20	31230.02	11135393.00	820.3190	2.6293	815.6900	9732029.0	3600.1	TIME_LIMIT	15.3334	True	11648719.0	-3.6437
stilt316_14	8	10	18383950.80	141982.47	18339052.00	2162.4200	29.4779	2137.1400	17316059.0	3600.1	TIME_LIMIT	6.1671	True	18604883.0	-1.1875
stilt316_15	2	10	4978074.60	25560.48	4914921.00	211.3180	0.9082	210.2800	4297527.0	3600.1	TIME_LIMIT	15.8358	True	4354395.0	14.3230
stilt316_15	5	10	11516511.50	51450.45	11477309.00	726.3290	1.9604	724.0400	9517006.0	2733.3	OPTIMAL	21.0098	True	10324831.0	11.5419
stilt316_15	8	10	18925124.00	0.00	18925124.00	2465.5400	10.7734	2450.2000	18148773.0	3600.1	TIME_LIMIT	4.2777	True	19808755.0	-4.4608
stilt316_16	2	10	4270477.60	9389.91	4247769.00	185.1220	10.3277	179.3300	3846876.0	3600.0	TIME_LIMIT	11.0116	True	4193972.0	1.8242
stilt316_16	5	10	11578684.00	154013.46	11432574.00	733.0860	5.0986	725.3400	9943708.0	3600.3	TIME_LIMIT	16.4423	True	11922684.0	-2.8853
stilt316_16	8	10	19730284.00	0.00	19730284.00	2116.5360	11.0897	2096.2000	17507711.0	3600.1	TIME_LIMIT	12.6948	True	18183724.0	8.5052
stilt316_17	2	10	5004507.00	97957.51	4803229.00	228.3070	1.8223	226.0600	4246937.4	3600.0	TIME_LIMIT	17.8380	True	4603918.0	8.7010
stilt316_17	5	10	12254433.00	138097.99	12054310.00	711.2340	2.0208	709.3800	10496282.0	3600.1	TIME_LIMIT	16.7502	True	12932134.0	-5.2404
stilt316_17	8	10	19952085.20	111022.97	19664176.00	2250.3720	11.2098	2222.5900	17775283.0	3600.3	TIME_LIMIT	12.2462	True	18621782.0	7.1438
stilt316_18	2	10	4309661.10	21101.94	4250694.00	176.2820	0.7915	175.0700	3886928.0	3600.0	TIME_LIMIT	10.8758	True	4459552.0	-3.3611
stilt316_18	5	10	10921926.00	0.00	10921926.00	785.8610	3.1831	777.8800	9495934.0	3600.0	TIME_LIMIT	15.0169	True	11103032.0	-1.6311
stilt316_18	8	10	18632493.80	12496.09	18597156.00	2486.5360	21.4547	2439.7700	17369319.0	3600.6	TIME_LIMIT	7.2724	True	18718446.0	-0.4592
stilt316_19	2	10	4555416.00	0.00	4555416.00	179.0140	2.6897	174.9000	4126067.0	3600.1	TIME_LIMIT	10.4058	True	4429139.0	2.8511
stilt316_19	5	10	11565716.80	192120.78	11101508.00	707.6280	13.7259	691.8400	9893777.0	3601.2	TIME_LIMIT	16.8989	True	10275779.0	12.5532
stilt316_19	8	10	18434836.00	0.00	18434836.00	1970.0680	2.7383	1964.8800	16883734.0	3600.1	TIME_LIMIT	9.1870	True	18428502.0	0.0344
td100_1	2	10	37456.00	0.00	37456.00	3.0250	0.3145	2.4300	36509.0	14.2	OPTIMAL	2.5939	True	36960.0	1.3420
td100_1	5	10	87050.00	0.00	87050.00	4.6870	0.1621	4.5900	85987.0	3.9	OPTIMAL	1.2362	False	86909.0	0.1622
td100_1	8	10	158680.40	10.75	158677.00	22.8070	0.1119	22.5700	157727.0	2.1	OPTIMAL	0.6045	False	159743.0	-0.6652
td316_10	2	10	82989.00	0.00	82989.00	89.6670	0.3478	89.1900	76557.0	25.6	OPTIMAL	8.4016	False	76986.0	7.7975
td316_10	5	10	213484.80	881.97	211325.00	347.4750	0.8590	345.8100	201467.0	16.5	OPTIMAL	5.9651	False	204331.0	4.4799
td316_10	8	10	399273.60	500.90	397848.00	1345.2390	4.8088	1336.2000	387301.0	35.8	OPTIMAL	3.0913	False	395088.0	1.0594
